序号,单词,exchange,音标,中文意思,
3046,shelter,,/ˈʃeltə(r)/,n.掩蔽；隐蔽处,
3047,shine,,/ʃaɪn/,n.光泽；光彩；阳光；晴天；光(亮),
3048,shine,,/ʃaɪn/,v.发光；照耀；杰出；擦亮,
3049,shine,(shone，shone或-d，-d),/ʃaɪn/,v.发光；照耀；杰出；擦亮,
3050,ship,,/ʃɪp/,n.船，轮船vi.用船装运,
3051,shirt,,/ʃɜːt/,vn.男衬衫,
3052,shock,,/ʃɔk/,vt.使震惊,
3053,shoe,,/ʃuː/,n.鞋,
3054,shoot,(shot，shot),/ʃuːt/,vt.射击，射中，发射n.嫩枝；苗；芽,
3055,shooting,,/ˈʃuːtɪŋ/,n.射击,
3056,shop,,/ʃɔp/,vi.买东西n.商店，车间,
3057,shopassistant,,/ʃɔpəˈsɪst(ə)nt/,(英)售货员,
3058,shopkeeper,,/ˈʃɔpkiːpə(r)/,n.店主，零售商人,
3059,shopping,,/ˈʃɔpɪŋ/,n.买东西,
3060,shore,,/ʃɔː(r)/,n.滨，岸,
3061,short,,/ʃɔːt/,a.短的；矮的,
3062,shortcoming,,/ˈʃɔːtkʌmɪŋ/,n.缺点，短处,
3063,shortly,,/ˈʃɔːtlɪ/,ad.不久,
3064,shorts,,/ʃɔːts/,n.短裤；运动短裤,
3065,shortwave,,/ʃɔːt/,[weɪv]n.短波,
3066,shot,,/ʃɔt/,n.射击，开枪，开炮，射击声；子弹,
3067,should,,/ʃɔt/,v.mod.应当，应该，会v.aux.会，应该（shall的过去时态）,
3068,shoulder,,/ˈʃəʊldə(r)/,n.肩膀，(道路的)路肩,
3069,shout,,/ˈʃəʊldə(r)/,n.&v.喊，高声呼喊,
3070,show,,/ʃəʊ/,n.展示，展览（会）;演出,
3071,show,(showed，shown或showed),/ʃəʊ/,v.给…看，出示，显示,
3072,shower,,/ˈʃaʊə(r)/,n.阵雨；淋浴,
3073,shrink,,/ʃrɪŋk/,v.缩小，收缩，减少,
3074,shrink,(shrank，shrunk/shrunk，shrunken),/ʃrɪŋk/,v.缩小，收缩，减少,
3075,shut,(shut，shut),/ʃʌt/,v./n.关上，封闭；禁闭；,
3076,shuttle,,/ˈʃʌt(ə)l/,vn.合拢（往返与两个定点之间的）（火车汽车飞机）班车/机,
3077,shyv,,/ʃaɪ/,a.害羞的,
3078,sick,,/sɪk/,a.有病，患病的，（想）呕吐,
3079,sickness,,/ˈsɪknɪs/,n.疾病,
3080,side,,/ˈsɪknɪs/,n.边，旁边，面，侧面,
3081,sideroad,(美sidewalk),//,n.人行道,
3082,sideway,,/ˈsaɪdweɪz/,n.岔路，旁路,
3083,sideways,,/ˈsaɪdweɪz/,ad.斜向一边的,
3084,sigh,,/saɪ/,vi.叹息；叹气,
3085,sight,,/saɪ/,n.情景，风景；视力,
3086,sightseeing,,/ˈsaɪtsiːɪŋ/,n.游览，观光,
3087,sign,,/saɪn/,n.符号，标记,
3088,signal,,/ˈsɪɡn(ə)l/,n.信号，暗号,
3089,signature,,/ˈsɪɡnətʃə(r)/,n.签名,
3090,significance,,/ˈsɪɡnətʃə(r)/,n.重要性，意义,
3091,silence,,/ˈsaɪləns/,n.安静，沉默,
3092,silent,,/ˈsaɪlənt/,a.无声的，无对话的,
3093,silk,,/sɪlk/,n.（蚕）丝，丝织品,
3094,silly,,/ˈsɪlɪ/,a.傻的，愚蠢的,
3095,silver,,/ˈsɪlvə(r)/,n.银,
3096,similar,,/ˈsɪmɪlə(r)/,a.相似的，像,
3097,simple,,/ˈsɪmp(ə)l/,a.简单的，简易的,
3098,simple-minded,,/ˈsɪmp(ə)lmaɪndɪ/,a.纯朴，头脑简单,
3099,simplify,,/ˈsɪmplɪfaɪ/,v.使简化，使简易,
3100,simply,,/ˈsɪmplɪ/,ad.简单地，(加强语气)的确,
3101,since,,/sɪns/,ad.从那时以来conj.从…以来，…以后，由于prep.从…以来,
3102,sincerely,,/sɪn'sɪrlɪ/-'sɪəl-/,ad.真诚地,
3103,sing,(sang，sung),/sɪŋ/,v.唱，唱歌,
3104,singer,,/sɪŋ/,n.歌唱家，歌手,
3105,single,,/ˈsɪŋɡ(ə)l/,a.单一的，单个的,
3106,sink,,/sɪŋk/,n.洗涤槽；污水槽,
3107,sink,(sank，sunk),/sɪŋk/,vi.下沉；消沉,
3108,sir,,/sɜː(r)/,n.先生；阁下,
3109,sister,,/ˈsɪstə(r)/,n.姐；妹,
3110,sister-in-law,,/ˈsɪstə(r)-ɪn-lɔː/,n.嫂，弟媳,
3111,sit,(sat，sat),/sɪt/,vi.坐,
3112,situation,,/sɪtjʊˈeɪʃ(ə)n/,n.形势，情况,
3113,six,,/sɪks/,num.六,
3114,sixth,,/sɪksθ/,num.第六,
3115,sixty,,/ˈsɪkstɪ/,num.六十,
3116,sixteen,,/ˈsɪkstɪ/,num.十六,
3117,sixteenth,,/sɪksˈtiːnθ/,num.第十六,
3118,size,,/sɪksˈtiːnθ/,n.尺寸，大小,
3119,skate,,/sɪksˈtiːnθ/,vi.溜冰，滑冰,
3120,skateboard,,/ˈskeɪtbɔːd/,n.冰鞋，滑板,
3121,ski,,/skiː/,n.&vi.滑雪板；滑雪,
3122,skill,,/skiː/,n.技能，技巧,
3123,skilled,,/skiː/,a.熟练的；有技能的,
3124,skillful,,/ˈskɪlf(ə)l/,a.熟练，精湛的，灵巧的,
3125,skillfully,,/'skɪlfʊli/,ad.精湛地，巧妙地,
3126,skin,,/skɪn/,n.皮，皮肤；兽皮,
3127,skip,,/skɪp/,v.蹦蹦跳跳；跳绳,
3128,skipping,,/skɪpɪŋ/,rope（跳绳用）绳,
3129,skirt,,/skɜːt/,n.女裙,
3130,sky,,/skaɪ/,n.天；天空,
3131,skyscraper,,/ˈskaɪskreɪpə(r)/,n.摩天楼,
3132,slave,,/sleɪv/,n.奴隶,
3133,slavery,,/ˈsleɪvərɪ/,n.奴隶制度,
3134,sleep,(slept，slept),/sliːp/,vi.睡觉,
3135,sleepy,,/sliːp/,a.想睡的，困倦的，瞌睡的,
3136,sleeve,,/sliːv/,n.袖子，袖套,
3137,slice,,/sliːv/,n.片，切面（薄）片,
3138,slide,,/slaɪd/,n.幻灯片，滑道v.滑行，滑动,
3139,slight,,/slaɪt/,a.轻微的，细小的,
3140,slim,,/slɪm/,a.苗条的，纤细的,
3141,slip,,/slɪp/,n.片，条，纸片，纸条,
3142,slow,,/slɪp/,ad.慢慢地，缓慢地,
3143,small,,/smɔːl/,a.小的，少的,
3144,smart,,/smɑːt/,a.灵巧的，伶俐的；（人、服装等）时髦的，帅的,
3145,smell,(smelt，smelt或-ed，-ed),/smel/,v.嗅，闻到；发气味n.气味,
3146,smelly,,/ˈsmelɪ/,a.有臭味的，发出臭味的,
3147,smile,,/smaɪl/,n.&v.微笑,
3148,smog,(smoke+fog),/smaɪl/,n.烟雾,
3149,smoke,,/smaɪl/,n.烟v.冒烟；吸烟,
3150,smoke-free,,/sməʊk-friː/,a.非吸烟的，无烟的,
3151,smoker,,/ˈsməʊkə(r)/,n.吸烟者,
3152,smoking,,/ˈsməʊkɪŋ/,n.吸烟，抽烟;冒烟,
3153,smooth,,/ˈsməʊkɪŋ/,a.光滑的;平坦的,
3154,snack,,/snæk/,n.小吃,
3155,snackbar,,/snækbɑː/,n.快餐店,
3156,snake,,/sneɪk/,n.蛇v.蛇般爬行;蜿蜒行进,
3157,snatch,,/sneɪk/,v.夺，夺得，夺走,
3158,sneaker,,/sneɪk/,n.（复）轻便运动鞋（美）,
3159,sneeze,,/sneɪk/,v.打喷嚏,
3160,sniff,,/snɪf/,v.抽鼻子（哭，患感冒时）,
3161,snow,,/snəʊ/,n.雪vi.下雪,
3162,snowball,,/ˈsnəʊbɔːl/,n.雪球,
3163,snowman,,/ˈsnəʊmæn/,n.雪人,
3164,snowy,,/ˈsnəʊɪ/,a.雪(白)的；下雪的；多(积)雪的,
3165,so,,/səʊ/,ad.如此，这么；非常；同样conj.因此，所以,
3166,soap,,/səʊp/,n.肥皂,
3167,sob,,/səʊp/,n.&v.抽泣，啜泣,
3168,soccer,,/ˈsɔkə(r)/,n.英式足球,
3169,social,,/ˈsəʊʃ(ə)l/,a.社会的；社交的,
3170,socialism,,/ˈsəʊʃəlɪz(ə)m/,n.社会主义,
3171,socialist,,/ˈsəʊʃəlɪst/,a.社会主义的,
3172,society,,/səˈsaɪətɪ/,n.社会,
3173,sock,,/sɔk/,n.短袜,
3174,socket,,/ˈsɔkɪt/,n.（电源）插座,
3175,sofa,,/sɔfə/,n.（长）沙发,
3176,soft,,/sɔft/,a.软的，柔和的,
3177,software,,/sɔft;(US)sɔːft/,n.软件,
3178,softdrink,,/sɔftdrɪŋk/,n.(不含酒精)清凉饮料,
3179,softball,,/ˈsɔftbɔːl/,n.垒球,
3180,soil,,/sɔɪl/,n.土壤，土地,
3181,solar,,/ˈsəʊlə(r)/,a.太阳的,
3182,soldier,,/ˈsəʊldʒə(r)/,n.士兵，战士,
3183,solid,,/ˈsɔlɪd/,a.结实的，固体的n.固体,
3184,some,,/sʌm/,a.一些，若干；有些；某一pron.若干，一些,
3185,somebody,,/ˈsʌmbʌdɪ;ˈsʌmbədɪ/,pron.某人；有人；有名气的人,
3186,someone,,/ˈsʌmwʌn/,pron.某一个人,
3187,something,,/ˈsʌmθɪŋ/,pron.某事；某物,
3188,sometimes,,/ˈsʌmtaɪmz/,ad.有时,
3189,somewhere,,/ˈsʌmtaɪmz/,ad.在某处,
3190,son,,/sʌn/,n.儿子,
3191,song,,/sʌn/,n.歌唱；歌曲,
3192,soon,,/sʌn/,ad.不久，很快，一会儿,
3193,sorrow,,/ˈsɔrəʊ/,n.悲伤，悲痛,
3194,sorry,,/ˈsɔrɪ/,a.对不起，抱歉;难过的,
3195,sort,,/sɔːt/,v]t.把…分类，拣选n.种类，类别,
3196,so-so,,/səʊ-səʊ/,a.一般；不怎么样；凑合,
3197,soul,,/səʊl/,n.灵魂；心灵；气魄,
3198,sound,,/saʊnd/,vi.听起来，发出声音n.声音,
3199,soup,,/suːp/,n.汤,
3200,sour,,/ˈsaʊə(r)/,a.酸的，馊的,
3201,south,,/ˈsaʊə(r)/,a.南(方)的；向南的；从南来的ad.在南方；向南方；自南方n.南；南方；南风；南部,
3202,southern,,/ˈsʌð(ə)n/,a.南部的，南方的,
3203,southwest,,/saʊθ'west/,n.西南,
3204,souvenirs,,/suːvəˈnɪə(r);(US)ˈsuːvənɪər/,n.旅游纪念品，纪念物,
3205,sow,(sowed，sown或-ed),/səʊ/,vt.播种,
3206,space,,/speɪs/,n.空间,
3207,spaceship,,/ˈspeɪsʃɪp/,n.宇宙飞船,
3208,spade,,/speɪd/,n.铲子;纸牌中的黑桃,
3209,Spain,,/speɪn/,n.西班牙,
3210,Spanish,,/ˈspænɪʃ/,a.西班牙人的，西班牙的，西班牙语的n.西班牙语,
3211,spare,,/speə(r)/,a.空闲，多余的，剩余的,
3212,sparrow,,/ˈspærəʊ/,n.麻雀，雀型鸟类,
3213,speak,(spoke，spoken),/ˈspærəʊ/,v.说，讲；谈话；发言,
3214,speaker,,/ˈspiːkə(r)/,n.演讲人，演说家,
3215,spear,,/spɪə(r)/,n.矛，枪，梭镖,
3216,special,,/ˈspeʃ(ə)l/,a.特别的，专门的,
3217,specialist,,/ˈspeʃəlɪst/,n.（医学）专家，专科医生；专家；专业人员,
3218,specific,,/spɪˈsɪfɪk/,a.明确的，具体的，独特的,
3219,speech,,/spiːtʃ/,n.演讲,
3220,speed,,/spiːd/,n.速度v.（使）加速,
3221,spell,,/spiːd/,vt.拼写,
3222,spelling,,/ˈspelɪŋ/,n.拼写，拼读,
3223,spend,(spent，spent),/ˈspelɪŋ/,v.度过；花费（钱、时间等）,
3224,spin,,/spɪn/,v.&n.纺，（使）快速旋转；旋转，旋转运动,
3225,spirit,,/ˈspɪrɪt/,n.精神,
3226,spiritual,,/ˈspɪrɪtʃʊəl/,a.精神的；心灵的,
3227,spit,,/spɪt/,v.吐唾沫；吐痰,
3228,splendid,,/ˈsplendɪd/,a.灿烂的，辉煌的；（口语）极好的,
3229,split,,/splɪt/,v.撕开;切开,
3230,spoken,,/ˈspəʊkən/,a.口语的,
3231,spokenman,,/ˈspəʊkənmæn/,n.发言人,
3232,sponsor,,/ˈspɔnsə(r)/,n.赞助者，赞助商,
3233,spoon,,/spuːn/,n.匙，调羹,
3234,spoonful,,/ˈspuːnfʊl/,n.一匙（的量）,
3235,sport,,/spɔːt/,vn.体育运动，锻炼；(复，英)运动会,
3236,spot,,/spɔt/,n.斑点，污点；场所，地点v.沾上污渍，弄脏,
3237,spray,,/spreɪ/,n./v.水雾，喷雾(器)喷洒,
3238,spread,,/spred/,v.延伸；展开,
3239,spring,,/sprɪŋ/,n.春天，春季n.泉水，泉,
3240,spy,,/spaɪ/,n.密探，间谍v.侦探，刺探,
3241,square,,/skweə(r)/,n.广场a.平方的；方形的，宽而结实的（体格，肩膀）,
3242,squeeze,,/skwiːz/,n.挤压，捏，塞,
3243,squid,,/skwɪd/,n.鱿鱼,
3244,squirrel,,/ˈskwɪr(ə)l;(US)ˈskwɜːrəl/,n.松鼠,
3245,stable,,/ˈsteɪb(ə)l/,a.稳固的，牢固的,
3246,stadium,,/ˈsteɪdɪəm/,n.（露天）体育场,
3247,staff,,/stɑːf/,n.全体职工（雇员）,
3248,stage,,/steɪdʒ/,n.舞台；阶段,
3249,stain,,/steɪn/,n.污点，污渍，染色剂,
3250,stainless,,/ˈsteɪnlɪs/,a.无污点的,
3251,stainlesssteel,,/ˈsteɪnlɪsstiːl/,不锈钢,
3252,stair,,/steə(r)/,n.楼梯,
3253,stamp,,/stæmp/,n.邮票,
3254,stand,(stood，stood),/stænd/,v.站；立；起立；坐落；经受；持久,
3255,standard,,/ˈstændəd/,n.&a.标准（的）,
3256,star,,/stɑː(r)/,n.星，恒星,
3257,stare,,/steə(r)/,vi.盯，凝视,
3258,start,,/stɑːt/,v.开始，着手；出发,
3259,starvation,,/stɑːˈveɪʃ(ə)n/,n.饥饿；饿死,
3260,starve,,/stɑːv/,v.饿死,
3261,state,,/steɪt/,n.状态；情形；国家，（美国的）州,
3262,station,,/ˈsteɪʃ(ə)n/,n.站，所，车站；电台,
3263,statement,,/ˈsteɪtmənt/,n.声明，陈诉，说法,
3264,statesman,,/ˈsteɪtsmən/,n.政治家,
3265,woman,,/ˈsteɪtsmən/,n.政治家,
3266,statesman,stateswoman(pl.statesmen/women),/ˈsteɪtsmən/,n.政治家,
3267,statistics,,/stəˈtɪstɪks/,n.统计数字，统计资料，统计学,
3268,statue,,/ˈstætjuː/,n.法令，法规，章程,
3269,status,,/ˈsteɪtəs/,n.法律地位（身份）,
3270,stay,,/steɪ/,n.&vi.停留，逗留，呆,
3271,steady,,/ˈstedɪ/,a.稳固的；平稳的,
3272,steak,,/steɪk/,n.牛排，肉排，鱼排,
3273,steal,(stole，stolen),/stiːl/,vt.偷，窃取,
3274,steam,,/stiːm/,n.汽，水蒸气,
3275,steel,,/stiːl/,n.钢，钢铁,
3276,steep,,/stiːp/,a.险峻的；陡峭的,
3277,step,,/step/,n.脚步，台阶，梯级vi.走，跨步,
3278,step-mother,,/step-ˈmʌðə(r)/,n.继母,
3279,steward,,/ˈstjuːəd;(US)ˈstuːərd/,n.(火车、飞机、轮船等)男服务员；男乘务员,
3280,stewardess,,/stjuːəˈdes，ˈstjuːədɪs/,n.女乘务员，空中小姐,
3281,stick,(stuck，stuck),/stɪk/,vi.粘住，钉住；坚持n.木棒（棍），枝条,
3282,still,,/stɪl/,a.不动的，平静的ad.仍然，还,
3283,stocking,,/ˈstɔkɪŋ/,n.长统袜,
3284,stomach,,/ˈstʌmək/,n.胃，胃部,
3285,stomachache,,/ˈstʌməkeɪk/,n.胃疼,
3286,stone,,/stəʊn/,n.石头，石料,
3287,stop,,/stɔp/,n.停；（停车）站v.停，停止，阻止,
3288,stopwatch,,/ˈstɔpwɔtʃ/,n.记秒表；跑表,
3289,storage,,/ˈstɔːrɪdʒ/,n.贮藏；储存,
3290,store,,/stɔː(r)/,n.商店vt.储藏，存储,
3291,storm,,/stɔːm/,n.风暴，暴（风）雨,
3292,story,,/ˈstɔːrɪ/,n.故事，小说,
3293,stout,,/staʊt/,a.肥壮的，厚实牢固的,
3294,stove,,/stəʊv/,n.（供烹饪用的）火炉，煤炉，电炉,
3295,straight,,/streɪt/,a.一直的，直的ad.一直地，直地,
3296,straightforward,,/streɪtˈfɔːwəd/,a./ad.简单的，坦率的,
3297,strait,,/streɪt/,n.海峡,
3298,strange,,/streɪndʒ/,a.奇怪，奇特的，陌生的,
3299,stranger,,/ˈstreɪndʒə(r)/,n.陌生人，外人,
3300,straw,,/strɔː/,n.稻草,
3301,strawberry,,/ˈstrɔːbərɪ;(US)-berɪ/,n.草莓,
3302,stream,,/striːm/,n.小河；溪流,
3303,street,,/striːt/,n.街，街道,
3304,strength,,/streŋθ/,n.力量，力气,
3305,strengthen,,/ˈstreŋθ(ə)n/,vt.加强，增强,
3306,stress,,/stres/,n.精神压力，心理负担v.强调，重读,
3307,strict,,/strɪkt/,a.严格的，严密的,
3308,strike,,/straɪk/,v.（钟）鸣;敲（响），罢工,
3309,strike,,/straɪk/,vt.擦（打）火，侵袭,
3310,struck,,/straɪk/,vt.擦（打）火，侵袭,
3311,struck,,/straɪk/,vt.擦（打）火，侵袭,
3312,stricken,,/straɪk/,vt.擦（打）火，侵袭,
3313,string,,/strɪŋ/,n.细绳，线，带,
3314,strong,,/strɔŋ;(US)strɔːɡ/,a.强(壮)的；坚固的；强烈的；坚强的,
3315,struggle,,/ˈstrʌɡ(ə)l/,vi.斗争,
3316,stubborn,,/ˈstʌbən/,a.固执的，倔强的,
3317,student,,/ˈstjuːdənt/,n.学生,
3318,studio,,/ˈstjuːdɪəʊ/,n.工作室，演播室,
3319,study,,/ˈstʌdɪ/,v.学习；研究n.书房,
3320,stupid,,/ˈstjuːpɪd/,a.愚蠢的，笨的,
3321,style,,/staɪl/,n.方式，作风，款式,
3322,subject,,/ˈsʌbdʒɪkt/,a.隶属的；受支配的；易受…的；在…条件下vt.使隶属；使服从；使受到n.题目；主题；学科；主语；主体,
3323,subjective,,/səbˈdʒektɪv/,a.主观的,
3324,submit,,/səbˈmɪt/,v.提交，呈递（文件，建议等）,
3325,subscribe,,/səbˈskraɪb/,v.订阅，订购（报刊等）,
3326,substitute,,/ˈsʌbstɪtjuːt/,v.代替，取代,
3327,subtraction,,/səbˈtrɔkʃ(ə)n/,n.（算数中的）减,
3328,succeed,,/səkˈsiːd/,vi.成功,
3329,success,,/səkˈses/,n.成功,
3330,successful,,/səkˈsesfʊl/,a.成功的，有成就的,
3331,such,,/sʌtʃ/,ad.那么pron.（泛指）人，事物a.这样的，那样的,
3332,suck,,/sʌk/,vt.吸吮,
3333,sudden,,/ˈsʌd(ə)n/,a.突然的,
3334,suffer,,/ˈsʌfə(r)/,vi.受苦，遭受,
3335,suffering,,/ˈsʌfərɪŋ/,n.痛苦，苦难,
3336,sugar,,/ˈʃʊɡə(r)/,n.糖,
3337,suggest,,/səˈdʒest;(US)səɡˈdʒest/,vt.建议，提议,
3338,suggestion,,/səˈdʒestʃ(ə)n/,n.建议,
3339,suit,,/suːt，sjuːt/,vt.适合n.一套（衣服）,
3340,suite,,/swiːt/,n.套间；组曲,
3341,suitable,,/ˈsjuːtəb(ə)l/,a.合适的，适宜的,
3342,suitcase,,/ˈsjuːtkeɪs/,n.(旅行用)小提箱，衣箱,
3343,summary,,/ˈsʌmərɪ/,n.摘要，概要,
3344,summer,,/ˈsʌmə(r)/,n.夏天，夏季,
3345,sun,,/sʌn/,n.太阳，阳光,
3346,sunburnt,,/ˈsʌnbɜːnt/,a.晒黑的,
3347,Sunday,,/ˈsʌndeɪ/,n.星期日,
3348,sunglasses,,/ˈsʌnɡlɑːsɪs/,n.太阳眼镜，墨镜,
3349,sunlight,,/ˈsʌnlaɪt/,n.日光，阳光,
3350,sunny,,/ˈsʌnɪ/,a.晴朗的;阳光充足的,
3351,sunrise,,/ˈsʌnraɪs/,n.黎明，拂晓,
3352,sunset,,/ˈsʌnset/,n.日落(时分),
3353,sunshine,,/ˈsʌnʃaɪn/,n.阳光,
3354,super,,/ˈsuːpə(r)，ˈsjuːpə(r)/,a.顶好的，超级的,
3355,superb,,/suːˈpɜːb/,a.卓越的，质量极高的,
3356,superior,,/suːˈpɪərɪə(r)/,a.更胜一筹的n.上级，上司,
3357,superman,,/ˈsuːpəman/,n.超人,
3358,supermarket,,/ˈsuːpəmɑːkɪt/,n.超级市场,
3359,supper,,/ˈsʌpə(r)/,n.晚餐，晚饭,
3360,supply,,/səˈplaɪ/,vt.&n.供给，供应,
3361,support,,/səˈpɔːt/,vt.&n.支持，赞助,
3362,suppose,,/səˈpəʊz/,vt.猜想，假定，料想,
3363,supreme,,/suːˈpriːm/,a.至高无上的，最高的,
3364,sure,,/ʃʊə(r)，ʃɔː(r)/,a.确信，肯定ad.(口语)的确，一定，当然,
3365,surface,,/ˈsɜːfɪs/,n.表面,
3366,surgeon,,/ˈsɜːdʒ(ə)n/,n.外科医生,
3367,surplus,,/ˈsɜːpləs/,n.过剩，剩余,
3368,surprise,,/səˈpraɪz/,vt.使惊奇，使诧异n.惊奇，诧异,
3369,surround,,/səˈraʊnd/,vt.围绕；包围,
3370,surrounding,,/səˈraʊndɪŋ/,a.周围的,
3371,survival,,/səˈvaɪv(ə)l/,n.存活，幸存,
3372,survive,,/səˈvaɪv/,v.生存，存活，幸免于难,
3373,suspect,,/səˈspekt/,n.犯罪嫌疑人,
3374,suspension,,/səˈspenʃ(ə)n/,n.暂令停职，推迟，延期,
3375,swallow,,/ˈswɔləʊ/,vt.吞下；咽下,
3376,swap,,/swɔp/,v.交换（东西）,
3377,swear,(swore，sworn),/sweə(r)/,v.咒骂.，诅咒,
3378,sweat,,/swet/,n.汗，汗水,
3379,sweater,,/ˈswetə(r)/,n.厚运动衫，毛衣,
3380,sweep,(swept，swept),/swiːp/,v.扫除，扫,
3381,sweet,,/swiːt/,n.甜食;蜜饯;甜点;糖果;芳香a.甜的;新鲜的;可爱的;亲切的,
3382,swell,(swelled，swollen),/swel/,v.肿胀,
3383,swift,,/swɪft/,a.快的，迅速的,
3384,swim,,/swɪm/,n.游泳，游,
3385,swim,(swam，swum),/swɪm/,vi.游泳，游,
3386,swimming,,/ˈswɪmɪŋ/,n.游泳,
3387,swimmingpool,,/ˈswɪmɪŋpuːl/,n.游泳池,
3388,swing,,/swɪŋ/,vt.挥舞，摆动n.秋千,
3389,Swiss,,/swɪŋ/,a.瑞士人的n.瑞士人,
3390,Switzerland,,/ˈswɪtsələnd/,*n.瑞士,
3391,switch,,/swɪtʃ/,v./n.开关，转换，改变,
3392,sword,,/sɔːd/,n.剑，刀,
3393,symbol,,/ˈsɪmb(ə)l/,n.象征,
3394,sympathy,,/ˈsɪmpəθɪ/,n.同情,
3395,symphony,,/ˈsɪmfənɪ/,n.交响乐,
3396,symptom,,/ˈsɪmfənɪ/,n.症状,
3397,system,,/ˈsɪstəm/,n.体系；系统,
3398,systematic,,/sɪstəˈmætɪk/,a.系统的，有条理的,
3399,table,,/ˈteɪb(ə)l/,n.桌子，表格,
3400,tabletennis,,/ˈteɪb(ə)lˈtenɪs/,n.乒乓球,
3401,tail,,/teɪl/,n.(动物的)尾巴,
3402,tailor,,/ˈteɪlə(r)/,n.裁缝,
3403,take,,/teɪk/,vt.拿；拿走；做；服用；乘坐；花费,
3404,took,,/teɪk/,vt.拿；拿走；做；服用；乘坐；花费,
3405,taken,,/teɪk/,vt.拿；拿走；做；服用；乘坐；花费,
3406,take,(took，taken),/teɪk/,vt.拿；拿走；做；服用；乘坐；花费,
3407,tale,,/teɪl/,n.故事，传说,
3408,talent,,/ˈtælənt/,n.天才，天赋,
3409,talk,,/tɔːk/,n.&v.谈话，讲话，演讲，交谈,
3410,tall,,/tɔːl/,a.高的,
3411,tank,,/tæŋk/,n.储水容量；坦克,
3412,tanker,,/ˈtæŋkə(r)/,n.油船,
3413,tap,,/tæp/,n.(自来水煤气等的)龙头,
3414,tape,,/teɪp/,n.磁带；录音带,
3415,taperecorder,,/teɪprɪˈkɔːdə(r)/,n.磁带录音机,
3416,target,,/ˈtɑːɡɪt/,n./v.目标，把…作为攻击目标,
3417,task,,/tɑːsk;(US)tæsk/,n.任务，工作,
3418,taste,,/teɪst/,n.品尝，尝味；味道vt.品尝，尝味,
3419,tasteless,,/ˈteɪstlɪs/,a.无滋味的,
3420,tasty,,/ˈteɪstɪ/,a.味道好的,
3421,tax,,/tæks/,n.税，税款,
3422,tax-free,,/tæksfriː/,免税的,
3423,taxi,,/ˈtæksɪ/,n.出租汽车,
3424,tea,,/tiː/,n.茶；茶叶,
3425,teach,(taught，taught),/tiː/,v.教书，教,
3426,teacher,,/ˈtiːtʃə(r)/,n.教师，教员,
3427,team,,/tiːm/,n.队，组,
3428,teamwork,,/ˈtiːmwɜːk/,n.合作，协同工作,
3429,teapot,,/ˈtiːpɔt/,n.茶壶,
3430,tear,,/teə(r)/,n.眼泪v.扯破，撕开,
3431,tease,,/tiːz/,v.取笑，戏弄，寻开心,
3432,technical,,/ˈteknɪk(ə)l/,a.技术的，工艺的,
3433,technique,,/ˈteknɪk(ə)l/,n.技术;技巧，方法,
3434,technology,,/tekˈnɔlədʒɪ/,n.技术,
3435,teenager,,/ˈtiːneɪdʒə(r)/,n.（13～19岁的）青少年，十几岁的少年,
3436,telegram,,/ˈtelɪɡræm/,n.电报,
3437,telegraph,,/ˈtelɪɡrɑːf;(US)-ɡræf/,v.(拍)电报,
3438,telephone,,/ˈtelɪɡrɑːf;(US)-ɡræf/,v.打电话n.电话,
3439,telescope,,/ˈtelɪɡrɑːf;(US)-ɡræf/,n.望远镜,
3440,television,,/ˈtelɪɡrɑːf;(US)-ɡræf/,n.电视,
3441,tell,(told，told),/tel/,vt.告诉，讲述，吩咐,
3442,temperature,,/ˈtemprɪtʃə(r)/,n.温度,
3443,temple,,/ˈtemp(ə)l/,n.庙宇，寺院,
3444,temporary,,/ˈtempərərɪ/,a.短暂的，暂时的,
3445,temptation,,/tempˈteɪʃ(ə)n/,n.引诱；诱惑,
3446,tend,,/tend/,v.往往会，常常就，倾向，趋于,
3447,tendency,,/ˈtendənsɪ/,n.倾向，偏好，性情,
3448,tennis,,/ˈtenɪs/,n.网球,
3449,ten,,/ten/,num.十,
3450,tense,,/tens/,a.心烦意乱的，紧张的,
3451,tension,,/ˈtenʃ(ə)n/,n.紧张局势，矛盾,
3452,tent,,/tent/,n.帐篷,
3453,tentative,,/tent/,a.不确定的，踌躇的,
3454,term,,/tɜːm/,n.学期;术语;条款;项,
3455,terminal,,/tɜːm/,a.(火车汽车飞机)终点站,
3456,terrible,,/ˈterɪb(ə)l/,a.可怕的；糟糕的,
3457,terrify,,/ˈterɪfaɪ/,vt.使人感到恐怖,
3458,terror,,/ˈterə(r)/,n.恐惧，惊恐,
3459,test,,/test/,vt.&n.测试，考查，试验,
3460,text,,/tekst/,n.文本，课文,
3461,textbook,,/'tekstbʊk/,n.课本，教科书,
3462,than,,/ðen，ðæn/,conj.比,
3463,thank,,/θæŋk/,vt.感谢，致谢，道谢n.（复）感谢，谢意,
3464,thankful,,/ˈθæŋkfʊl/,a.感谢的，感激的,
3465,that,,/ðæt/,a.&pron.那，那个conj.那，那个（引导宾语从句等）ad.那么，那样,
3466,the,,/ðə，ðɪ，ðiː/,art.这（那）个，这（那）些（用于特定人或物，序数词，最高级，专有名词，世上独一无二事物前）,
3467,theatre,,/'θɪətə/,n.剧场，戏院,
3468,theatre,(美theater),/'θɪətə/,n.剧场，戏院,
3469,theft,,/θeft/,n.盗窃案,
