id,type,mchoice,ans,eword,title,opa,opb,desc
"cnwstqi6460","junior","N","A","禳","禳","丶 ㇇ 丨 丶 丶 一 丨 𠃍 一 丨 𠃍 一 一 一 丨 丨 一 丿 𠄌 丿 ㇏","丶 ㇇ 丨 一 一 ㇏ 𠄌 𠃍 丿 丿 一 丶 一 丨 丨 丶 丨 𠃍 丨 一 一","禳  祭名。祈祷消除灾殃、去邪除恶之祭  禳乃入。--《仪礼·聘礼》。注祭名也。' 齐有彗星，齐侯使禳之。--《左传·昭公二十六年》 又如禳灾(禳除灾祸);禳星(禳除凶星);禳解(向神祈求解除灾祸);"
"cnwstqi6461","junior","N","B","鐾","鐾","𠃍 一 丨 丿 一 丶 ㇏ 丨 一 丿 丶 一 丿 𠃍 一 一 丿 丨 一 丶 一","𠃍 一 丿 丨 𠃍 一 丶 一 丶 丿 一 一 丨 丿 ㇏ 一 一 丨 丶 丿 一","鐾  在布、皮、石头等物上把刀反复摩擦几下，使锋利  鐾 把刀在布、皮、石头等上面反复磨擦，使其锋利～刀"
"cnwstqi6462","junior","N","B","羼","羼","𠃍 一 丿 一 一 丿 一 一 丶 一 一 一 丶 丿 丿 丿 丶 一 丨 丨 一","𠃍 一 丿 丶 丿 一 一 一 丨 丶 丿 一 一 一 丿 丶 丿 一 一 一 丨","羼  本义群羊杂居  羼，羊相厠也。从羊，在尸下。尸，屋也。会意。一曰相出前也。--《说文》 混杂  他父亲又不肯住在家里，只在都中城外和那些道士们胡羼。--《红楼梦》 引申为搀杂  又如羼入(搀入)"
"cnwstqi6463","junior","N","B","蠡","蠡","𠃋 ㇇ 丨 丿 丶 丨 一 丿 丨 ㇁ 一 一 𠃍 丿 一 丶 𠃍 丨 ㇏ 一 丿","𠃋 ㇇ 一 丿 ㇁ 丿 丿 丿 ㇏ 丨 𠃍 一 丨 一 丶 丨 𠃍 一 丨 一 丶","蠡〈名〉 瓠瓢，用葫芦做的瓢  以蠡测海。--《汉书·东方朔传》 又如蠡升(容量一升的瓢子);蠡帽(防矢石的盔帽。其形似瓠瓢，故名);蠡勺(一瓢勺);蠡见(喻肤浅的见识);蠡酌管窥(用瓢量海水，从竹管"
"cnwstqi6464","junior","N","A","耱","耱","一 一 一 丨 丿 丶 丶 一 丿 一 丨 丿 丶 一 丨 丿 ㇏ 一 丿 丨 𠃍 一","一 一 ㇏ 丿 丶 一 丿 一 丿 丨 一 丨 一 丨 丿 丿 丨 一 丶 一 丶 𠃍","耱用荆条等编成的一种农具，功用和耙相似。亦称耢'。 耱也叫'耢'。旧时平整土地的农具"
"cnwstqi6465","junior","N","A","懿","懿","一 丨 一 ㇀ 乛 一 丨 𠃍 一 丶 丿 ㇀ 丶 ㇀ 丿 乛 丿 ㇏ ㇀ ㇃ 丶 丶","一 丨 丨 丶 ㇃ ㇀ 一 ㇏ 乛 一 丿 丶 乛 丿 丶 ㇀ ㇀ 𠃍 一 丶 ㇀ 丿","懿  (形声。从壹，恣声。壹'表示专一。本义美好) 同本义  懿，美也。--《尔雅》 好是懿德。--《诗·大雅·庶民》 斯则前世之懿事。--《三国志·吴主传》 茂学懿文。--白居易《斐度中书舍人制》"
"cnwstqi6466","junior","N","B","蘸","蘸","一 丨 丶 一 丿 ㇄ 丨 一 一 丨 ㇀ 一 𠃍 一 丨 丶 丨 丶 一 丿 丶 一","一 丨 丨 一 丨 𠃍 丿 ㇄ 一 一 丿 丨 丶 一 一 一 丨 一 ㇀ 丶 丶 丶","蘸  用物沾染液体  脱了衣裳，坐在石上，把七尺混天绫放在水里，蘸水洗澡。--《封神演义》 又如蘸甲(斟酒满杯，手端酒杯时，指甲沾到酒。比喻畅饮);大葱蘸酱 蘸将东西放到液体或粉末里沾一沾就拿出来～酱"
"cnwstqi6467","junior","N","A","鹳","鹳","一 丨 丨 丨 𠃍 一 丨 𠃍 一 丿 丨 丶 一 一 一 丨 一 丿 𠃌 丶 ㇉ 一","一 丨 一 丨 一 𠃍 丶 一 一 一 丿 丨 一 丿 丨 ㇉ 丶 丨 一 𠃌 丨 𠃍","鹳  水鸟名  鹳鹤  又有若老人咳且笑于山谷中者，或曰此鹳鹤也。--宋·苏轼《石钟山记》 鹳鸟名。形状像鹤，嘴长而直，翼大尾短，羽毛灰色、白色或黑色。常见的为白～、黑～。生活于江、湖、池、沼的近旁，"
"cnwstqi6468","junior","N","B","霾","霾","一 ㇀ 丶 𠃍 一 ㇁ 一 乛 丶 丨 丿 丿 丨 一 丶 丶 丶 丨 丿 一 丶 丿","一 ㇀ 乛 丨 丶 丶 丶 丶 丿 丶 丶 丿 ㇁ 丿 丿 丨 𠃍 一 一 丨 一 一","霾〈动〉 (形声。从雨，貍声。本义风夹着尘土) 同本义，即落黄沙  终风且霾。--《诗·邶风·终风》 又如霾晦(大风扬起尘土，天色晦暗);霾曀(隐晦不明的样子) 通埋'。陷在地里  霾两轮兮絷四马。-"
"cnwstqi6469","junior","N","A","氍","氍","丨 𠃍 一 一 一 丨 𠃍 一 一 一 丿 丨 丶 一 一 一 丨 一 丿 一 一 乚","丨 𠃍 一 一 丿 丿 一 一 丨 一 一 𠃍 一 一 丨 乚 一 一 一 丶 一 丨","氍毹  厅正面屏开孔雀，地匝氍毹，都是锦绣桌帏，妆花椅甸。--《金瓶梅词话》"
"cnwstqi6470","junior","N","A","饕","饕","丨 𠃍 一 一 ㇉ 丨 一 乛 丿 一 乚 丿 ⺄ 丿 ㇏ 丶 𠃍 一 一 𠄌 丿 丶","丨 𠃍 乛 丿 一 ⺄ 𠄌 一 丿 一 一 乚 一 𠃍 一 丨 ㇉ ㇏ 丿 丶 丿 丶","饕〈动〉 (形声。从食，號声。本义极贪欲;极贪财) 同本义  饕，贪也。--《说文》 贪财为饕，贪食为餮。--《左传·文公十八年》注 饕贪而无厌;近利而好得者，可亡也。--《韩非子·亡征》 又如饕残("
"cnwstqi6471","junior","N","B","躐","躐","丨 𠃍 ㇂ 丶 𡿨 𠄌 丨 ㇀ 丶 丶 丶 丨 丶 𠃍 丿 𠄌 𡿨 丨 一 一 𡿨 一","丨 𠃍 一 丨 一 丨 ㇀ 𡿨 𡿨 𡿨 丨 𠃍 丿 丶 一 𠄌 丶 丶 𠄌 丶 丶 ㇂","躐〈动〉 (形声。从足，巤声。本义逾越) 同本义  幼者听而弗问，学不躐等也。--《礼记·学记》 又如躐席(不依照礼的规范登席入坐);躐居(跃居) 踩踏  遂躐乎王庭。--汉·扬雄《长杨赋》 又如躐趿"
"cnwstqi6472","junior","N","A","髑","髑","丨 𠃍 𠃍 ㇀ 乛 丨 𠃌 一 一 丨 𠃍 丨 丨 一 丿 𠃌 丨 𠃍 一 丨 一 丶","丨 𠃍 𠃍 丨 丿 一 一 乛 丨 丨 丨 𠃍 𠃍 一 𠃌 一 丨 ㇀ 丨 一 𠃌 丶","髑  头骨  髑髅  莊子之楚，见髑髅。--《庄子·至乐》 通常用作危险警告;骷髅 髑 1.死人的头骨;骷髅"
"cnwstqi6473","junior","N","B","镵","镵","丿 一 丿 丶 丨 𠃍 ㇇ ㇇ 𠄌 𠃍 一 一 𠄌 丨 乚 一 乚 丿 丿 丿 一 一","丿 一 一 一 𠄌 丿 ㇇ 丨 𠃍 一 一 𠄌 丿 乚 丿 ㇇ 丨 𠃍 一 丿 乚 丶",""
"cnwstqi6474","junior","N","B","穰","穰","丿 一 丶 一 丿 丨 丨 一 𠃍 一 𠃍 丨 一 丨 丶 𠄌 丿 丿 丨 一 ㇏ 一","丿 一 丨 丿 丶 丶 一 丨 𠃍 一 丨 𠃍 一 一 一 丨 丨 一 丿 𠄌 丿 ㇏","穰  (形声。从禾，襄声。本义禾茎中白色柔软的部分。也指瓜果的肉) 同本义  丰收  世之有饥穰，天之行也，禹汤被之矣。--汉·贾谊《论积贮疏》 穰岁之秋。--《韩非子·五蠹》 又如穰川(获得丰收的平"
"cnwstqi6475","junior","N","B","饔","饔","丶 一 一 ㇏ 丿 丶 丶 丨 丨 一 一 丿 一 一 𠄌 𠃋 丿 丶 一 丿 𠃍 𠃋","丶 一 𠃋 𠃋 丿 丿 丨 丶 一 一 一 丨 一 丿 ㇏ 丶 𠃍 一 一 𠄌 丿 丶","饔  熟食  酒车酌礼，方驾授饔。--张衡《西京赋》 又如饔餐(饭食) 专指早餐  贤者与民并耕而食，饔飧而治。--《孟子·滕文公》。注饔飧，熟食也，朝曰饔，夕曰飧。' 但是贾昌在家，朝饔夕餐，也还成"
"cnwstqi6476","junior","N","B","鬻","鬻","𠃍 一 丨 一 丿 丶 一 ㇉ 丿 一 𠃌 丶 𠃍 ㇉ 丨 丨 丿 丨 丶 一 一 𠃍","𠃍 一 ㇉ 丶 丿 一 丨 丿 丶 𠃍 一 ㇉ 一 丨 𠃍 一 丨 𠃌 丶 丿 一 丨","鬻  (形声。本义粥。引申为卖') 卖，出售  鲋也鬻狱。--《左传·昭公十四年》 市贱鬻贵。--《国语·齐语》 人争鬻之。--明·刘基《卖柑者言》 明告鬻梅者。--清·龚自珍《病梅馆记》 又如鬻卜("
"cnwstqi6477","junior","N","A","鬟","鬟","一 丨 一 一 一 𠃋 丶 丿 丿 丿 丨 𠃍 丨 丨 一 一 丨 𠃍 一 丿 𠄌 丿 ㇏","一 丨 丨 丿 丿 丨 一 一 𠃍 丶 𠃍 ㇏ 一 丿 𠄌 丿 丨 𠃋 丿 一 丨 一 一","鬟  妇女的梳成环形的发卷  鬟，总发也。从髟，睘声。--《说文》。郑珍注谓盘鬟如环。' 香雾云鬟湿，清浑玉臂寒。--杜甫《月夜》诗 绿云扰扰，梳晓鬟也。--唐·杜牧《阿房宫赋》 风鬟雨鬓。--唐·李"
"cnwstqi6478","junior","N","B","趱","趱","一 丨 乚 丨 丨 一 一 一 丿 丿 丨 丶 一 丿 丿 𠄌 一 丿 ㇏ 𠃍 丿 丨 一","一 丨 一 丨 一 丿 ㇏ 丿 一 丨 一 丿 𠄌 丿 一 丨 一 丿 乚 丨 𠃍 丿 丶","趱  催促;逼使  皂隶挥鞭趱行路，躜尔今朝入关去。--姚燮《粮船行》 又如趱逼(催迫);趱马向前 赶;加快;加紧  长江后浪催前浪，一替新人趱旧人。--《张协状元》 又如趱工(赶工、赶活);趱快(犹"
"cnwstqi6479","junior","N","B","攫","攫","一 亅 丨 丿 一 一 一 𠃍 ㇏ 一 丨 一 ㇇ 一 ㇀ 丨 一 𠃍 丨 丶 一 一 一","一 亅 ㇀ 丨 𠃍 一 一 一 丨 𠃍 一 一 一 丿 丨 丶 一 一 一 丨 一 ㇇ ㇏","攫  (形声。从手，矍声。本义鸟用爪迅速抓取) 同本义  攫，执也。--《说文》 鸷虫攫搏。--《礼记·儒行》 盗跖弗攫。--《史记·李斯传》。索隐凡鸟翼击物曰搏，足取曰攫。' 鸟攫其肉。--《汉书·"
"cnwstqi6480","junior","N","B","攥","攥","一 亅 一 一 丶 𠃍 丶 ㇀ 一 ㇏ 丿 一 丿 丶 𠃋 丿 𠃋 亅 丶 丿 一 丨 一","一 亅 ㇀ 丿 一 丶 丿 一 丶 丨 𠃍 一 一 一 一 丿 ㇏ 𠃋 𠃋 丶 亅 丿 丶","攥  用手抓住或抓稳  一见是宝玉，又惊又喜，又悲又痛，一把死攥住他的手，哽咽了半日。--《红楼梦》 又如攥手(抓住手);手里攥着一把斧子 攥握他～着一把刀"
"cnwstqi6481","junior","N","A","颧","颧","一 丨 丨 丨 𠃍 一 丨 𠃍 一 丿 丨 丶 一 一 一 丨 一 一 丿 丨 𠃍 丿 丶","一 丨 一 一 一 丨 丨 𠃍 丨 一 一 丿 丶 𠃍 丿 丨 丿 丨 一 丶 𠃍 丨 一","颧  颧骨。亦称颊骨'、輔骨'"
"cnwstqi6482","junior","N","A","躜","躜","丨 𠃍 一 丨 一 丨 ㇀ 丿 一 丨 一 丿 𠄌 丿 一 丨 一 丿 乚 丨 𠃍 丿 丶","丨 𠃍 丨 𠃍 一 丨 乚 丨 ㇀ 一 丿 丿 一 丶 丿 一 丿 丨 𠄌 一 丨 一 丿","躜  向上或向前冲  上下躜动，像渴望出航。--《阿尔卑斯山》 如燕子躜天 钻，穿  母狼躜篱笆--进退两难。--《中国谚语资料》 飞速移动  躜向前或向上冲。 躜 1.踩踏;蹬脚"
"cnwstqi6483","junior","N","A","鼹","鼹","丿 丨 一 𠃍 一 一 𠄌 丶 丶 𠄌 丶 丶 ㇂ 丨 𠃍 一 一 丶 ㇀ 乛 𡿨 丿 一","丿 丨 丶 𠄌 丶 一 ㇀ 丨 丶 乛 𠄌 一 丶 丶 𠃍 ㇂ 一 一 𠃍 丿 一 𡿨 一","鼹  鼹鼠  望不大，极易满足);鼹肠(田鼠的细小肠子。用以比喻度量狭小) 鼹（齜）鼹鼠，俗称'地爬子'。哺乳动物。头尖，吻长，眼小，前肢发达，趾有钩爪，善于掘土，毛黑褐色。种类很多。穴居土中。对农作"
"cnwstqi6484","junior","N","A","癯","癯","丶 一 丿 丶 ㇀ 丨 𠃍 一 一 一 丨 𠃍 一 一 一 丿 丨 丶 一 一 一 丨 一","丶 一 丨 一 𠃍 𠃍 一 ㇀ 一 丿 一 一 一 丶 一 一 丨 丨 丿 丶 一 一 丨","癯  消瘦  舑，少肉也。从肉，瞿声。字亦作癯。--《说文》 舑，瘠也。--《尔雅·释言》 形容甚舑。--《史记·司马相如传》 集解瘦也。' 癯瘠改貌。--《史记·安陆昭王碑文》 如舑小(瘦小);舑仙"
"cnwstqi6485","junior","N","A","麟","麟","丶 一 丿 𠃍 丨 丨 一 一 𠄌 一 𠄌 丶 丿 一 丨 丿 ㇏ 丿 ㇇ 丶 一 𠃋 丨","丶 一 ㇏ 一 丨 丨 丨 𠃋 丨 丶 ㇇ 𠄌 丿 丶 丿 𠄌 一 丿 一 一 一 𠃍 丿","麟  (形声。从鹿，粦声。本义大鹿) 同本义  麟，大牝鹿也。--《说文》 麐，牝麒也。--《说文》。朱骏声曰经典皆以麟为之。'段曰经典无作麐者。' 射麋脚麟。--汉·司马相如《子虚赋》 解罘放麟。-"
"cnwstqi6486","junior","N","B","蠲","蠲","丶 丿 丶 ㇀ 丿 一 𠃌 一 丨 丿 丶 丨 𠃍 丨 丨 丨 一 一 𠃍 𠃍 丨 丨 丨","丶 丿 一 丿 丶 丨 𠃍 丨 丨 ㇀ 丨 𠃍 丨 丨 一 丿 𠃌 丨 𠃍 一 丨 一 丶","蠲  虫名  蠲  除去、驱出、去掉。同捐'  宜弘大务，蠲略细微。--《后汉书·虑植传》 十家租税九家毕，虚受吾君蠲免恩。--白居易《杜陵叟》 又如蠲资(出资);蠲恤(免去劳役赋税等项，并给与安慰或"
"cnwstqi6487","junior","N","A","蠹","蠹","一 丨 𠃍 一 丨 ㇀ 乛 一 丿 丨 𠃍 一 丨 𠃍 一 丨 一 丶 丨 𠃍 一 丨 一 丶","一 丨 丨 𠃍 丨 一 乛 一 一 一 𠃍 丨 丨 一 丿 𠃍 一 丨 一 丨 𠃍 ㇀ 丶 丶","蠹  (形声。本义蛀虫) 同本义  蠹，木中虫。--《说文》 掌蠹物。--《周礼·翦氏》。注穿食人器物者，蠹鱼亦是也。' 树郁则为蠹。--《吕氏春秋·达郁》。注蠹蝎木中之虫也。' 又如蠹役(欺压百姓的"
"cnwstqi6488","junior","N","A","躞","躞","丨 𠃍 一 丨 一 丨 ㇀ 丶 一 一 一 丨 𠃍 一 ㇀ 丿 丿 丶 ㇀ 丿 丿 丶 ㇇ ㇏","丨 𠃍 丶 一 丨 ㇏ 丿 丨 一 一 ㇀ ㇇ 一 ㇀ 𠃍 ㇀ 丨 一 丿 丶 丿 丿 丶 一","躞蹀 见蹀'"
"cnwstqi6489","junior","N","A","衢","衢","丿 丿 丨 丨 𠃍 一 一 一 丨 𠃍 一 一 一 丿 丨 丶 一 一 一 丨 一 一 一 亅","丿 丿 一 一 一 一 亅 丨 丨 一 一 𠃍 一 一 一 一 丨 一 丨 一 丿 𠃍 丶 丨","衢〈名〉 (形声。从行，瞿声。行，本义是道路。本义四通八达的道路) 同本义  衢，四达谓之衢。--《说文》 必于四面之衢。--《大戴礼记·子张问入官》 何天之衢。--《易·大畜》 一兔走衢，万人逐之，"
"cnwstqi6490","junior","N","A","鑫","鑫","丿 ㇏ 一 一 丨 丶 丿 一 丿 ㇏ 一 一 丨 丶 丿 ㇀ 丿 ㇏ 一 一 丨 丶 丿 一","丿 ㇏ ㇏ 一 丨 丿 一 丿 一 丨 一 ㇀ 丶 一 丶 丿 丿 ㇏ 一 一 丿 丶 丨 一","鑫  旧时商店字号、人名用字，取其金多兴旺之意  鑫，金长。--《篇海类编》 鑫，宋子虚名友，五子以鑫、森、淼、焱、垚立名。--《正字通》 鑫金多。兴旺之义。多见于人名或商店字号"
"cnwstqi6491","junior","N","B","灞","灞","丶 丶 𠃌 一 丨 丨 丨 乛 丨 丶 ㇀ 一 丶 丿 一 丶 一 丶 𠃍 一 一 丨 一 ㇀","丶 丶 ㇀ 一 ㇀ 乛 丨 丶 丶 丶 丶 一 丨 丨 一 丨 𠃍 一 一 丨 丿 𠃌 一 一","灞  河名。灞水  地名。霸城，即灞陵  金狄迁于灞川。--《文选·潘岳·西征赋》 灞灞水，水名，在陕西省"
"cnwstqi6492","junior","N","B","襻","襻","丶 ㇇ 一 丶 丶 亅 丿 一 丨 丶 丿 丶 ㇏ 丶 一 丿 丿 一 丨 丿 丿 一 丿 丨","丶 ㇇ 丨 丿 丶 一 丨 丿 丶 丿 丶 丿 丶 一 丨 丿 丶 一 丿 ㇏ 丿 一 一 亅","襻〈名〉 系衣裙的带子  用布做的扣住纽扣的套  外形、用途或功能类似于襻的东西  底细  提起来大概都知道他个根儿襻儿。--《儿女英雄传》 襻〈动〉  襻 ⒈〈古〉指系衣裙的带子◇指扣住扭扣的套扣～"
"cnwstqi6493","junior","N","B","纛","纛","一 一 一 一 𠃋 ㇄ 𠃍 丶 丿 一 亅 一 丨 丶 亅 一 丿 𠃋 丶 一 丶 丨 丿 丶 𠃍","一 一 丨 一 ㇄ 𠃍 丶 一 丶 丨 𠃍 一 一 一 一 亅 丿 丶 丿 𠃋 𠃋 丶 亅 丿 丶","纛  古时军队或仪仗队的大旗  柳营出号风生纛。--许浑《中秋夕寄大梁刘尚书》 纛 1.古代用羽毛做的舞具。 2.帝王车上用牦牛尾或雉尾制成的饰物。 3.古时军队或仪仗队的大旗。 纛 1.古代用羽毛做"
"cnwstqi6494","junior","N","A","鬣","鬣","一 丨 一 一 一 𠃋 丶 丿 丿 丿 𡿨 𡿨 𡿨 丨 𠃍 丿 丶 一 𠄌 丶 丶 𠄌 丶 丶 ㇂","一 丨 丶 一 一 丿 丶 𠄌 𠃍 𠄌 丶 丶 丿 丿 𠃋 丿 ㇂ 丶 一 𡿨 𡿨 𡿨 丨 一 丶","鬣〈名〉 某些哺乳动物颈上生长的又长又密的毛  鬣，发鬣鬣也。--《说文》 鬣，毛也。--《广雅》 豕曰刚鬣。--《礼记·曲礼》 白马黑鬣骆。--《尔雅》 公取而朱其尾鬣以与之。--《左传·定公十年》"
"cnwstqi6495","junior","N","B","攮","攮","一 亅 一 一 丨 𠃍 ㇀ 乛 ㇏ 丨 丿 一 𠄌 丨 丨 ㇀ 丨 一 一 一 丨 丿 𠃍 𠃍 一","一 亅 ㇀ 一 丨 𠃍 一 丨 ㇀ 乛 丨 𠃍 一 丨 𠃍 一 一 一 丨 丨 一 丿 𠄌 丿 ㇏","攮  (形声。从手，囊声。本义推，挤) 同本义  攘，推也。--《说文》 攘，裺止也。--《方言十二》 左右攘辟。--《礼记·曲礼》 小子何敢攘焉。--《史记·太史公自序》 又如推推攮攮 用刀刺  枪"
"cnwstqi6496","junior","N","A","囔","囔","丨 𠃍 一 一 丨 𠃍 一 丨 ㇀ 乛 丨 𠃍 一 丨 𠃍 一 一 一 丨 丨 一 丿 𠄌 丿 ㇏","丨 𠃍 一 𠃍 一 丨 乛 丨 ㇀ 一 一 丨 一 一 丨 𠃍 𠄌 一 𠃍 丿 丿 丨 一 丨 ㇏","囔囔"
"cnwstqi6497","junior","N","B","馕","馕","丿 乛 𠃍 𠄌 𠃍 一 乛 丨 丨 一 𠃍 丨 一 丨 丿 丿 ㇏ 𠄌 一 一 一 丨 ㇀ 丨 一","丿 乛 𠄌 一 丨 𠃍 一 丨 ㇀ 乛 丨 𠃍 一 丨 𠃍 一 一 一 丨 丨 一 丿 𠄌 丿 ㇏","馕  用小麦面或玉米面烤制的圆饼  他晚上送了一块馕给我 馕  拼命地往嘴里塞食物  你这馕糠的夯货!--《西游记》 又如馕嗓(拼命往嘴里塞食物);馕糠(詈词。如畜生般吃糠);馕糟(如畜生般吃糟糠。也"
"cnwstqi6498","junior","N","A","戆","戆","丶 一 丶 丿 一 丨 𠃍 一 一 一 丨 丿 ㇇ ㇏ 一 丨 一 丨 𠃍 丿 丶 ㇀ ㇃ 丶 丶","丶 一 丶 一 ㇀ 丿 一 𠃍 丶 一 丨 丿 𠃍 ㇏ 丶 丨 丿 一 丨 丶 一 一 ㇃ ㇇ 丨","戇   戆头戆脑  戇  愚蠢(侧重于迂直、不知变通)  戆，愚也。从心，赣声。--《说文》 悍戆好斗。--《荀子·大略》 狂惑戆陋之人。--《荀子·儒效》 然陵少戆，陈平可以助之。--《史记·高祖本"
"cnwstqi6499","junior","N","A","爨","爨","丿 丨 一 一 丨 𠃍 一 丨 𠃍 一 𠃍 一 一 ㇀ 乛 一 丨 丿 丶 一 丨 丿 丶 一 丿 ㇏ ㇀ 丿 丿 丶","丿 丨 丿 一 一 丨 丿 丿 ㇀ 丿 一 一 一 一 一 一 𠃍 丶 𠃍 𠃍 乛 一 丶 丿 丨 丨 ㇀ ㇏ 丨 丶","姓 爨  ①烧火做饭分居异～（旧时指弟兄分家）。 ②火灶。 ③姓"
"cnwstqi6500","junior","N","B","齉","齉","丿 丨 丨 丿 丨 一 一 丨 丨 𠃍 一 一 𠃍 𠃍 𠃍 丿 𠄌 ㇏ 丿 丨 一 乛 一 丨 丨 一 一 一 丨 𠃍 丨 一 一 一 一 ㇀","丿 丨 𠃍 一 一 一 丨 𠃍 一 丨 一 一 丿 丨 一 丨 𠃍 一 丨 ㇀ 乛 丨 𠃍 一 丨 𠃍 一 一 一 丨 丨 一 丿 𠄌 丿 ㇏",""
"cnwstqi6501","senior","N","B","亍","亍","X","一 一 亅","亍〈名〉 (指事。从反彳。见彳'字) 右步为亍  亍，步止也。--《说文》 泽马亍阜。--左思《魏都赋》 秀骐齐亍。--颜延之《赭白马赋》 亍，左步为彳，右步为亍，合则为行。--《字汇》"
"cnwstqi6502","senior","N","B","尢","尢","X","一 丿 乚","尢  姓。尤'的古体 尢 '尪'的本字"
"cnwstqi6503","senior","N","A","彳","彳","丿 丿 丨","X","彳  (象形。小篆字字形象行'，象纵横相交的十字路。彳'是汉字部首之一，习惯上称为双人旁。从彳'的字多与行走、行为和道路有关。本义慢步行走)同本义  ] 彳，小步也。象人胫三属相连也。--《说文》。谓"
"cnwstqi6504","senior","N","A","卬","卬","丿 𠄌 𠃌 丨","丿 𠄌 丨 𠃌","卬〈代〉 我  招招舟子，人涉卬否。--《诗·邶风·匏有苦叶》 卬〈动〉 通昂'。抬起;抬高  卬车以其辕表门。--《谷梁传·昭公八年》范守注 万物卬贵，过平一钱，则以平贾卖与民。--《汉书·食货志》"
"cnwstqi6505","senior","N","A","殳","殳","丿 ㇍ ㇇ ㇏","丿 ㇍ ㇏ ㇇","殳  (象形，甲骨文字形，象手持一种长柄勾头似的器具，可以取物，可以打击乐器，后成为兵器。本义一种用竹或木制成的，起撞击或前导作用的古代兵器) 同本义  殳，以杖殊人也。--《说文》。段注杖者，殳用积"
"cnwstqi6506","senior","N","B","𠙶","𠙶","㇇ 亅 丨 𠃊","㇇ 亅 𠃊 丨",""
"cnwstqi6507","senior","N","B","毌","毌","𠃊 𠃍 丨 一","𠃊 𠃍 一 丨",""
"cnwstqi6508","senior","N","B","邘","邘","一 一 ㇌ 丨 亅","一 一 亅 ㇌ 丨","邘  周朝国名  邘 1.古诸侯国名。周武王子邘叔之封地。春秋时为郑邑。在今河南沁阳西北邘台镇。 2.姓。周武王子邘叔封于邘，子孙以国为氏。见《通志．氏族二》"
"cnwstqi6509","senior","N","A","戋","戋","一 一 ㇂ 丿 丶","一 一 丿 ㇂ 丶","戋戋  为数戋戋  束帛戋戋 戋（戔） ①少，微薄～ ～微物。 ②众多的样子灼灼（花艳盛）百朵红，～ ～五束素（素白绸）。 戋 1.铲除;削平"
"cnwstqi6510","senior","N","A","圢","圢","一 丨 ㇀ ","一 丨  ㇀",""
"cnwstqi6511","senior","N","B","氕","氕","丿 一 丿 ⺄ 一","丿 一 一 ⺄ 丿","氕〈名〉 原子质量为1的普通的轻氢同位素  氕氢的同位素之一，符号。质量数1。它是氢的主要成分"
"cnwstqi6512","senior","N","A","伋","伋","丿 丨 ","X","伋见于人名"
"cnwstqi6513","senior","N","A","仝","仝","丿 ㇏ 一 丨 一","丿 ㇏ 丨 一 一","仝〈形〉 同'的古字。相同;一样  仝，同古文，出《道书》。--《广韵》 仝  ⒈通'㈠同'。 ⒉姓"
"cnwstqi6514","senior","N","B","冮","冮","X","丶 ㇀ ","冮 1.姓"
"cnwstqi6515","senior","N","A","氿","氿","丶 丶 ㇀ ","丶 丶  ㇀",""
"cnwstqi6516","senior","N","B","汈","汈","丶 丶  ㇀","丶 丶 ㇀ ","汈 1.地名用字〓北省有汈汊湖"
"cnwstqi6517","senior","N","A","氾","氾","丶 丶 ㇀ ","丶 丶  ㇀","氾〈名〉 古地名。春秋郑邑  南氾。在今河南省襄城县南 东氾。在今河南省中牟县 古氾水的省称  晋军函陵，秦军氾南。--《左传》 古国名  氾，国名。--《广韵》 氾〈动〉 大水漫流;淹没  河水决濮"
"cnwstqi6518","senior","N","B","忉","忉","㇀ 丶 丨 丿 𠃌","㇀ 丶 丨 𠃌 丿","忉  忧愁;忧伤  少伶俜而偏孤兮，痛忉怛以摧心。--潘岳《寡妇赋》 又如忉利天(佛经称欲界六天中的第二天);忉忉(忧心忡忡的样子);忉怛(忧伤，悲痛) 啰嗦，唠叨  忉〈形〉忧虑的样子。诗曰'忧国意"
"cnwstqi6519","senior","N","B","宄","宄","丶 ㇀ 丿 ⺄ 乛","丶 ㇀ 乛 丿 ⺄","宄〈动〉 (形声。从宀，九声。本义 从内部作乱或窃夺 )同本义  宄，奸也。--《说文》。外为盗，内为宄。 冠贼奸宄。--《虞书》。注在内曰宄。' 宄，内盗也。--《广韵》 俾暴虐于百姓，以奸宄于商邑"
"cnwstqi6520","senior","N","B","𬣙","𬣙","X","",""
"cnwstqi6521","senior","N","A","讱","讱","","X","讱  (形声。从言，刃声。本义说话谨慎) 同本义  讱，顿也。--《说文》 按，言之钝也。 讱，难也。--《广雅》 非是者谓之讱。--《荀子·正名》 仁者其言也讱。--《论语》 讱 1.语言迟缓，难出"
"cnwstqi6522","senior","N","B","扞","扞","X","",""
"cnwstqi6523","senior","N","B","圲","圲","一 丨  ㇀","一 丨 ㇀ ",""
"cnwstqi6524","senior","N","B","圫","圫","一 丨  ㇀","一 丨 ㇀ ",""
"cnwstqi6525","senior","N","A","芏","芏","一 丨 丨 一 丨 一","一 丨 一 丨 丨 一","芏--见茳芏' 芏  ［茳芏］多年生草本植物，茎三菱形，开绿褐色小花。茎可编蓆。 芏 1.草名"
"cnwstqi6526","senior","N","A","芃","芃","一 丨 丨 丿 ⺄ 丶","一 丨 丶 ⺄ 丨 丿",""
"cnwstqi6527","senior","N","A","朳","朳","一 丨 丿 丶 ","一 丨  丿 丶","无齿的耙"
"cnwstqi6528","senior","N","B","朸","朸","一 丨  丿 丶","一 丨 丿 丶 ","朸 1.木的纹理。 2.棱角。 3.荆棘"
