seq,pinyin,char
U+38DA,tǒng;tóng;dòng,㣚
U+38DB,tà;huì,㣛
U+38DC,xíng,㣜
U+38DD,sōng,㣝
U+38DE,duó,㣞
U+38DF,xì,㣟
U+38E0,tāo;tóng,㣠
U+38E2,tí,㣢
U+38E3,shàn,㣣
U+38E4,jiàn,㣤
U+38E5,zhì,㣥
U+38E6,wēi,㣦
U+38E7,yìn,㣧
U+38EA,huǎn,㣪
U+38EB,zhǒng;dòng,㣫
U+38EC,qì,㣬
U+38ED,zōng,㣭
U+38EF,xiè,㣯
U+38F0,xiè,㣰
U+38F1,zé,㣱
U+38F2,wéi,㣲
U+38F5,tà,㣵
U+38F6,zhān,㣶
U+38F7,nìng,㣷
U+38FA,xīn,㣺
U+38FB,yì,㣻
U+38FC,rěn,㣼
U+38FD,shù;nù,㣽
U+38FE,chà,㣾
U+38FF,zhuó;diǎo,㣿
U+3901,miǎn,㤁
U+3902,jí,㤂
U+3903,fáng,㤃
U+3904,pèi,㤄
U+3905,ài;xì;jì,㤅
U+3906,fàn,㤆
U+3907,ǎo,㤇
U+3908,qìn,㤈
U+3909,qiā;yà,㤉
U+390A,xiào,㤊
U+390B,fēn,㤋
U+390C,gān,㤌
U+390D,qiāo;qiǎo,㤍
U+390E,gē,㤎
U+390F,tóng,㤏
U+3910,chān,㤐
U+3911,yòu,㤑
U+3912,gāo,㤒
U+3913,bèn,㤓
U+3914,fù,㤔
U+3915,chù;pò,㤕
U+3916,zhù,㤖
U+3918,zhòu,㤘
U+391A,háng,㤚
U+391B,nín,㤛
U+391C,jué,㤜
U+391D,chōng,㤝
U+391E,chà;duó;zé,㤞
U+391F,kǒng,㤟
U+3920,liè,㤠
U+3921,lì;liè,㤡
U+3922,yù,㤢
U+3924,yú,㤤
U+3925,hài,㤥
U+3926,lì,㤦
U+3927,hóu,㤧
U+3928,gǒng,㤨
U+3929,kè,㤩
U+392A,yuàn,㤪
U+392B,dé,㤫
U+392C,huì,㤬
U+392E,guàng,㤮
U+392F,jiǒng,㤯
U+3930,zuò,㤰
U+3931,fù;dòu,㤱
U+3932,qiè,㤲
U+3933,běi,㤳
U+3934,chè;shè;dié,㤴
U+3935,cí,㤵
U+3936,máng;màng,㤶
U+3937,hān,㤷
U+3938,xì,㤸
U+3939,qiú;jiù,㤹
U+393A,huǎng,㤺
U+393D,chóu,㤽
U+393E,sàn;tàn,㤾
U+393F,yān,㤿
U+3940,zhí;dé,㥀
U+3941,dé,㥁
U+3942,tè,㥂
U+3943,mèn,㥃
U+3944,líng,㥄
U+3945,shòu,㥅
U+3946,tuì,㥆
U+3947,cán,㥇
U+3948,dié,㥈
U+3949,chè,㥉
U+394A,péng;pēng,㥊
U+394B,yī,㥋
U+394C,jú,㥌
U+394D,jì,㥍
U+394E,lái,㥎
U+394F,tiǎn,㥏
U+3950,yuàn,㥐
U+3952,cǎi;cāi,㥒
U+3953,qī,㥓
U+3954,yù,㥔
U+3955,lián,㥕
U+3956,cōng,㥖
U+395A,yú;yǔ,㥚
U+395B,jí;kè,㥛
U+395C,wèi,㥜
U+395D,mǐ,㥝
U+395E,suì,㥞
U+395F,xié,㥟
U+3960,xū,㥠
U+3961,chì,㥡
U+3962,qiú;jiū,㥢
U+3963,huì,㥣
U+3965,yú,㥥
U+3966,qiè,㥦
U+3967,shùn,㥧
U+3968,shuì;wěi,㥨
U+3969,duǒ,㥩
U+396A,lóu,㥪
U+396C,páng,㥬
U+396D,tài,㥭
U+396E,zhòu;chǎo,㥮
U+396F,yǐn,㥯
U+3970,sāo,㥰
U+3971,fěi,㥱
U+3972,chēn;shèn,㥲
U+3973,yuán,㥳
U+3974,yí;tí,㥴
U+3975,hùn,㥵
U+3976,sè;qiān,㥶
U+3977,yè,㥷
U+3978,mǐn,㥸
U+3979,fěn,㥹
U+397A,hé,㥺
U+397C,yìn;yān,㥼
U+397D,cè;zé,㥽
U+397E,nì,㥾
U+397F,ào,㥿
U+3980,féng,㦀
U+3981,lián;liǎn,㦁
U+3982,cháng,㦂
U+3983,chǎn,㦃
U+3984,má,㦄
U+3985,diē;dì;chài,㦅
U+3986,hū;xiā,㦆
U+3987,lù,㦇
U+3989,yì,㦉
U+398A,huá,㦊
U+398B,zhā,㦋
U+398C,hū;xù,㦌
U+398D,è,㦍
U+398E,huò,㦎
U+398F,sǔn;xuàn,㦏
U+3990,nì,㦐
U+3991,xiàn;hān,㦑
U+3992,lí,㦒
U+3993,xiàn;rǎn,㦓
U+3994,yàn,㦔
U+3995,lóng,㦕
U+3996,mèn,㦖
U+3997,jīn;jìn,㦗
U+3998,jī,㦘
U+399A,biǎn,㦚
U+399B,yǔ;yú,㦛
U+399C,huò;xuè,㦜
U+399D,miǎo,㦝
U+399E,chóu,㦞
U+399F,mái,㦟
U+39A1,lè,㦡
U+39A2,jié,㦢
U+39A3,wèi,㦣
U+39A4,yì,㦤
U+39A5,xuān;xiǎn,㦥
U+39A6,xì,㦦
U+39A7,cǎn,㦧
U+39A8,lán,㦨
U+39A9,yǐn,㦩
U+39AA,xiè,㦪
U+39AB,zā,㦫
U+39AC,luǒ,㦬
U+39AD,líng,㦭
U+39AE,qián,㦮
U+39AF,huò,㦯
U+39B0,jiān,㦰
U+39B1,wǒ,㦱
U+39B4,gé,㦴
U+39B5,zhū,㦵
U+39B6,dié;yǒng,㦶
U+39B7,yǒng,㦷
U+39B8,jǐ,㦸
U+39B9,yáng,㦹
U+39BA,rù,㦺
U+39BB,xí,㦻
U+39BC,shuàng,㦼
U+39BD,yù,㦽
U+39BE,yí,㦾
U+39BF,qiǎn;hù,㦿
U+39C0,jí,㧀
U+39C1,qù;hé,㧁
U+39C2,tián,㧂
U+39C3,shōu;jiū,㧃
U+39C4,qiǎn,㧄
U+39C5,mù;dāo,㧅
U+39C6,jīn,㧆
U+39C7,mǎo,㧇
U+39C8,yǐn,㧈
U+39C9,gài;hài;yè,㧉
U+39CA,pō;bá,㧊
U+39CB,xuǎn,㧋
U+39CC,mào,㧌
U+39CD,fǎng;bēng,㧍
U+39CE,yá;yà;qiā,㧎
U+39CF,gāng,㧏
U+39D0,sǒng,㧐
U+39D1,huī,㧑
U+39D2,yù,㧒
U+39D3,guā,㧓
U+39D4,guài,㧔
U+39D5,liǔ,㧕
U+39D6,è,㧖
U+39D7,zǐ;jǐ;zhǐ,㧗
U+39D8,zì,㧘
U+39D9,bì;bié,㧙
U+39DA,wǎ,㧚
U+39DC,liè,㧜
U+39DF,kuǎi,㧟
U+39E1,hài;wèi,㧡
U+39E2,yīn,㧢
U+39E3,zhū,㧣
U+39E4,chòng,㧤
U+39E5,xiǎn,㧥
U+39E6,xuàn;hōng,㧦
U+39E8,qiú,㧨
U+39E9,pèi,㧩
U+39EA,guǐ;wěi,㧪
U+39EB,ér;ruán;ruí,㧫
U+39EC,gǒng,㧬
U+39ED,qióng,㧭
U+39EE,hū,㧮
U+39EF,lǎo,㧯
U+39F0,lì,㧰
U+39F1,chèn,㧱
U+39F2,sǎn,㧲
U+39F3,zhuò;bāi,㧳
U+39F4,wǒ;é,㧴
U+39F5,póu,㧵
U+39F6,kēng,㧶
U+39F7,tùn,㧷
U+39F8,pēng,㧸
U+39F9,tè,㧹
U+39FA,tà,㧺
U+39FB,zhuó;zú;dū,㧻
U+39FC,biào,㧼
U+39FD,gù,㧽
U+39FE,hū,㧾
U+3A00,bǐng,㨀
U+3A01,zhì;zhí,㨁
U+3A02,dǒng,㨂
U+3A03,duǐ;chéng,㨃
U+3A04,zhōu;zhào;tiáo,㨄
U+3A05,nèi;ruì,㨅
U+3A06,lǐn,㨆
U+3A07,pó,㨇
U+3A08,jǐ,㨈
U+3A09,mín;wěn,㨉
U+3A0A,wěi;tuǒ;duò,㨊
U+3A0B,chě,㨋
U+3A0C,gòu,㨌
U+3A0D,bāng,㨍
U+3A0E,rú,㨎
U+3A0F,tān,㨏
U+3A10,bǔ,㨐
U+3A11,zōng,㨑
U+3A12,kuī,㨒
U+3A13,láo,㨓
U+3A14,hàn,㨔
U+3A15,yíng,㨕
U+3A16,zhì,㨖
U+3A17,jié,㨗
U+3A18,xǐng,㨘
U+3A19,xié;xì,㨙
U+3A1A,xún;sǔn,㨚
U+3A1B,shǎn;shàn,㨛
U+3A1C,qián,㨜
U+3A1D,xiē,㨝
U+3A1E,sù,㨞
U+3A1F,hāi,㨟
U+3A20,mì,㨠
U+3A21,hún,㨡
U+3A22,pī,㨢
U+3A24,huì,㨤
U+3A25,nà,㨥
U+3A26,sǒng,㨦
U+3A27,bèn,㨧
U+3A28,chōu;liù,㨨
U+3A29,jié,㨩
U+3A2A,huàng;huǎng,㨪
U+3A2B,lǎn,㨫
U+3A2D,hù,㨭
U+3A2E,dōu,㨮
U+3A2F,huò,㨯
U+3A30,gǔn,㨰
U+3A31,yáo,㨱
U+3A32,cè,㨲
U+3A33,guǐ;jì,㨳
U+3A34,jiàn,㨴
U+3A35,jiǎn,㨵
U+3A36,dǎo,㨶
U+3A37,jìn,㨷
U+3A38,mà,㨸
U+3A39,huì;xuě,㨹
U+3A3A,miǎn;mén,㨺
U+3A3B,cán;shǎn;zàn;chàn,㨻
U+3A3C,lüè,㨼
U+3A3D,pì,㨽
U+3A3E,yàng,㨾
U+3A3F,jù,㨿
U+3A40,jù,㩀
U+3A41,què,㩁
U+3A43,qiān,㩃
U+3A44,shāi,㩄
U+3A46,jiù;zú,㩆
U+3A47,huò;zuó;huá,㩇
U+3A48,yǔn,㩈
U+3A49,dá;lā;xī;xié,㩉
U+3A4A,xuān,㩊
U+3A4B,xiāo;sù,㩋
U+3A4C,fèi,㩌
U+3A4D,cè,㩍
U+3A4E,yè,㩎
U+3A50,dèn,㩐
U+3A52,qín,㩒
U+3A53,huǐ,㩓
U+3A54,tún,㩔
U+3A56,qiáng,㩖
U+3A57,xí,㩗
U+3A58,nǐ,㩘
U+3A59,sāi,㩙
U+3A5A,méng,㩚
U+3A5B,tuán,㩛
U+3A5C,lǎn,㩜
U+3A5D,háo,㩝
U+3A5E,cì,㩞
U+3A5F,zhài,㩟
U+3A60,āo;piǎo;póu,㩠
U+3A61,luǒ,㩡
U+3A62,miè;mì,㩢
U+3A64,fū,㩤
U+3A66,xié;xī,㩦
U+3A67,bó,㩧
U+3A68,huì,㩨
U+3A69,qǐng,㩩
U+3A6A,xié,㩪
U+3A6D,bó,㩭
U+3A6E,qián,㩮
U+3A6F,pó,㩯
U+3A70,jiǎo,㩰
U+3A71,jué,㩱
U+3A72,kǔn,㩲
U+3A73,sǒng,㩳
U+3A74,jú;qú,㩴
U+3A75,è,㩵
U+3A76,niè,㩶
U+3A77,qiān,㩷
U+3A78,dié,㩸
U+3A79,dié,㩹
U+3A7B,qī;guì;guǐ,㩻
U+3A7C,zhī,㩼
U+3A7D,qí;chì;è,㩽
U+3A7E,zhuì;qí,㩾
U+3A7F,kū,㩿
U+3A80,yú,㪀
U+3A81,qín;kān;qiàn;qián,㪁
U+3A82,kū,㪂
U+3A83,hé,㪃
U+3A84,fú,㪄
U+3A85,gèng;gēng,㪅
U+3A86,dǐ,㪆
U+3A87,xiàn,㪇
U+3A88,guì,㪈
U+3A89,hé,㪉
U+3A8A,qún,㪊
U+3A8B,hàn;hě,㪋
U+3A8C,tǒng,㪌
U+3A8D,bó;bèi,㪍
U+3A8E,shǎn;nà,㪎
U+3A8F,bǐ,㪏
U+3A90,lù,㪐
U+3A91,yè,㪑
U+3A92,ní,㪒
U+3A93,chuái,㪓
U+3A94,sàn,㪔
U+3A95,diào;chuò,㪕
U+3A96,lù,㪖
U+3A97,tǒu,㪗
U+3A98,liǎn,㪘
U+3A99,kě,㪙
U+3A9A,sàn,㪚
U+3A9B,zhěn,㪛
U+3A9C,chuǎi;duǒ,㪜
U+3A9D,liàn,㪝
U+3A9E,mào,㪞
U+3AA0,qiān;qiàn;jiān,㪠
U+3AA1,kài;kě,㪡
U+3AA2,shǎo,㪢
U+3AA3,xiāo;qiāo,㪣
U+3AA4,bì,㪤
U+3AA5,zhā,㪥
U+3AA6,yìn,㪦
U+3AA7,xī,㪧
U+3AA8,shàn,㪨
U+3AA9,sù,㪩
U+3AAA,sà,㪪
U+3AAB,ruì,㪫
U+3AAC,chuō;zhuó,㪬
U+3AAD,lú,㪭
U+3AAE,líng,㪮
U+3AAF,chá,㪯
U+3AB1,huàn,㪱
U+3AB4,jiá,㪴
U+3AB5,bàn,㪵
U+3AB6,hú,㪶
U+3AB7,dǒu,㪷
U+3AB9,lǒu,㪹
U+3ABA,jū,㪺
U+3ABB,juàn,㪻
U+3ABC,kě,㪼
U+3ABD,suǒ,㪽
U+3ABE,luò;gé,㪾
U+3ABF,zhé,㪿
U+3AC0,dǐng,㫀
U+3AC1,duàn,㫁
U+3AC2,zhù,㫂
U+3AC3,yǎn,㫃
U+3AC4,páng,㫄
U+3AC5,chá,㫅
U+3ACA,yǐ;ě,㫊
U+3ACD,yóu;yǎo,㫍
U+3ACE,huī;gǔn,㫎
U+3ACF,yǎo,㫏
U+3AD0,yǎo,㫐
U+3AD1,zhǐ;shí,㫑
U+3AD2,gǒng,㫒
U+3AD3,qǐ,㫓
U+3AD4,gèn,㫔
U+3AD7,hòu,㫗
U+3AD8,mì,㫘
U+3AD9,fú,㫙
U+3ADA,hū,㫚
U+3ADB,guàng,㫛
U+3ADC,tǎn,㫜
U+3ADD,dī,㫝
U+3ADF,yán,㫟
U+3AE2,qù,㫢
U+3AE4,chǎng,㫤
U+3AE5,mǐng,㫥
U+3AE6,tāo,㫦
U+3AE7,bào,㫧
U+3AE8,ān,㫨
U+3AEB,xiǎn,㫫
U+3AEF,mào,㫯
U+3AF0,làng;lǎng,㫰
U+3AF1,nǎn;nàn,㫱
U+3AF2,bèi,㫲
U+3AF3,chén,㫳
U+3AF5,fēi,㫵
U+3AF6,zhǒu,㫶
U+3AF7,jī,㫷
U+3AF8,jiē,㫸
U+3AF9,shù,㫹
U+3AFB,kùn,㫻
U+3AFC,dié,㫼
U+3AFD,lù,㫽
U+3B02,yú,㬂
U+3B03,tái,㬃
U+3B04,chàn,㬄
U+3B05,màn,㬅
U+3B06,mǐn,㬆
U+3B07,huàn,㬇
U+3B08,wēn,㬈
U+3B09,nuǎn,㬉
U+3B0A,huàn;huǎn,㬊
U+3B0B,hóu,㬋
U+3B0C,jìng,㬌
U+3B0D,bó,㬍
U+3B0E,xiǎn,㬎
U+3B0F,lì,㬏
U+3B10,jìn;zī,㬐
U+3B12,mǎng,㬒
U+3B13,piào,㬓
U+3B14,háo,㬔
U+3B15,yáng,㬕
U+3B17,xiàn,㬗
U+3B18,sù,㬘
U+3B19,wěi,㬙
U+3B1A,chè,㬚
U+3B1B,xī,㬛
U+3B1C,jìn,㬜
U+3B1D,céng;sōng,㬝
U+3B1E,hè,㬞
U+3B1F,fēn,㬟
U+3B20,shài;shà,㬠
U+3B21,líng,㬡
U+3B23,duì,㬣
U+3B24,qī,㬤
U+3B25,pù;bó,㬥
U+3B26,yuè,㬦
U+3B27,bó,㬧
U+3B29,huì,㬩
U+3B2A,dié,㬪
U+3B2B,yàn,㬫
U+3B2C,jù,㬬
U+3B2D,jiào,㬭
U+3B2E,nàn,㬮
U+3B2F,liè,㬯
U+3B30,yú,㬰
U+3B31,tì,㬱
U+3B32,tiān,㬲
U+3B33,wǔ,㬳
U+3B34,hǒng,㬴
U+3B35,xiáo,㬵
U+3B36,hào,㬶
U+3B38,tiāo,㬸
U+3B39,zhēng,㬹
U+3B3B,huāng;hāng;huǎng,㬻
U+3B3C,fù,㬼
U+3B3F,tūn,㬿
U+3B41,réng,㭁
U+3B42,jiǎo,㭂
U+3B44,xìn,㭄
U+3B47,yuàn,㭇
U+3B48,jué,㭈
U+3B49,huá,㭉
U+3B4B,bàng,㭋
U+3B4C,móu,㭌
U+3B4E,gāng,㭎
U+3B4F,wěi,㭏
U+3B51,mèi,㭑
U+3B52,sì,㭒
U+3B53,biàn,㭓
U+3B54,lú,㭔
U+3B55,qū,㭕
U+3B58,gé;hé,㭘
U+3B59,zhé,㭙
U+3B5A,lǚ,㭚
U+3B5B,pài;bà,㭛
U+3B5C,róng,㭜
U+3B5D,qiú;òu,㭝
U+3B5E,liè,㭞
U+3B5F,gǒng,㭟
U+3B60,xiǎn,㭠
U+3B61,xì;xìn,㭡
U+3B62,xīn,㭢
U+3B64,niǎo,㭤
U+3B68,xié,㭨
U+3B69,liè,㭩
U+3B6A,fū,㭪
U+3B6B,cuó;cuán,㭫
U+3B6C,zhuó,㭬
U+3B6D,bā;bèi;biē,㭭
U+3B6E,zuò;zǎn,㭮
U+3B6F,zhé;dié,㭯
U+3B70,zuī;zuǐ,㭰
U+3B71,hé,㭱
U+3B72,jí,㭲
U+3B74,jiān,㭴
U+3B78,tú,㭸
U+3B79,xián,㭹
U+3B7A,yǎn;yàn;ān,㭺
U+3B7B,táng,㭻
U+3B7C,tà,㭼
U+3B7D,dǐ,㭽
U+3B7E,jué,㭾
U+3B7F,áng,㭿
U+3B80,hán,㮀
U+3B81,xiáo,㮁
U+3B82,jú,㮂
U+3B83,wēi;ruí,㮃
U+3B84,bǎng,㮄
U+3B85,zhuī,㮅
U+3B86,niè,㮆
U+3B87,tiàn,㮇
U+3B88,nài,㮈
U+3B8B,yǒu,㮋
U+3B8C,mián,㮌
U+3B8F,nài;nì;nà,㮏
U+3B90,shěng;sì,㮐
U+3B91,chā;qì,㮑
U+3B92,yān;yīn,㮒
U+3B93,gèn,㮓
U+3B94,chòng;tóng,㮔
U+3B95,ruǎn,㮕
U+3B96,jiá,㮖
U+3B97,qín,㮗
U+3B98,máo,㮘
U+3B99,è,㮙
U+3B9A,lì,㮚
U+3B9B,chí;yí,㮛
U+3B9C,zāng,㮜
U+3B9D,hé,㮝
U+3B9E,jié,㮞
U+3B9F,niǎn;kā,㮟
U+3BA1,guàn,㮡
U+3BA2,hóu,㮢
U+3BA3,gài,㮣
U+3BA5,bèn;fàn,㮥
U+3BA6,suǒ;sè,㮦
U+3BA7,wū;wēn,㮧
U+3BA8,jì,㮨
U+3BA9,xī,㮩
U+3BAA,qióng,㮪
U+3BAB,hé;xiá;qià,㮫
U+3BAC,wēng,㮬
U+3BAD,xián,㮭
U+3BAE,jié,㮮
U+3BAF,hún;huá,㮯
U+3BB0,pí,㮰
U+3BB1,shēn,㮱
U+3BB2,chōu,㮲
U+3BB3,zhèn,㮳
U+3BB5,zhān,㮵
U+3BB6,shuò,㮶
U+3BB7,jī,㮷
U+3BB8,sòng,㮸
U+3BB9,zhǐ,㮹
U+3BBA,běn,㮺
U+3BBE,lǎng,㮾
U+3BBF,bì,㮿
U+3BC0,xuàn,㯀
U+3BC1,péi,㯁
U+3BC2,dài,㯂
U+3BC3,qī,㯃
U+3BC4,zhī,㯄
U+3BC5,pí;bī,㯅
U+3BC6,chǎn;shàn,㯆
U+3BC7,bì,㯇
U+3BC8,sù,㯈
U+3BC9,huò,㯉
U+3BCA,hén,㯊
U+3BCB,jiǒng;yǐng,㯋
U+3BCC,chuán,㯌
U+3BCD,jiǎng,㯍
U+3BCE,nèn,㯎
U+3BCF,gǔ,㯏
U+3BD0,fǎng,㯐
U+3BD3,tà;dá,㯓
U+3BD4,cuì,㯔
U+3BD5,xī,㯕
U+3BD6,dé,㯖
U+3BD7,xián,㯗
U+3BD8,kuǎn,㯘
U+3BD9,zhé,㯙
U+3BDA,tā,㯚
U+3BDB,hú,㯛
U+3BDC,cuì,㯜
U+3BDD,lù,㯝
U+3BDE,juàn,㯞
U+3BDF,lù,㯟
U+3BE0,qiàn,㯠
U+3BE1,pào;páo,㯡
U+3BE2,zhèn,㯢
U+3BE4,lì,㯤
U+3BE5,cáo;zāo,㯥
U+3BE6,qí,㯦
U+3BE9,tì,㯩
U+3BEA,líng,㯪
U+3BEB,qú,㯫
U+3BEC,liǎn,㯬
U+3BED,lǔ,㯭
U+3BEE,shú,㯮
U+3BEF,gòng;dǎn;jù,㯯
U+3BF0,zhé,㯰
U+3BF1,pāo,㯱
U+3BF2,jìn,㯲
U+3BF3,qíng,㯳
U+3BF6,zōng,㯶
U+3BF7,pú,㯷
U+3BF8,jǐn,㯸
U+3BF9,biǎo,㯹
U+3BFA,jiàn,㯺
U+3BFB,gǔn,㯻
U+3BFD,bīn,㯽
U+3BFE,zāo,㯾
U+3BFF,liè;là,㯿
U+3C00,lí,㰀
U+3C01,luǒ,㰁
U+3C02,shěn,㰂
U+3C03,mián;miàn,㰃
U+3C04,jiàn,㰄
U+3C05,dí;zhé,㰅
U+3C06,bèi,㰆
U+3C08,liǎn,㰈
U+3C0A,xián,㰊
U+3C0B,pín,㰋
U+3C0C,què,㰌
U+3C0D,lóng,㰍
U+3C0E,zuì,㰎
U+3C10,jué,㰐
U+3C11,shān,㰑
U+3C12,xué,㰒
U+3C14,xiè,㰔
U+3C16,lǎn,㰖
U+3C17,qí,㰗
U+3C18,yí,㰘
U+3C19,nuó,㰙
U+3C1A,lí,㰚
U+3C1B,yuè,㰛
U+3C1D,yǐ,㰝
U+3C1E,chī,㰞
U+3C1F,jì;qì,㰟
U+3C20,hāng,㰠
U+3C21,xiè,㰡
U+3C22,kēng,㰢
U+3C23,zī,㰣
U+3C24,hē;qiè,㰤
U+3C25,xì;huì,㰥
U+3C26,qù,㰦
U+3C27,hāi,㰧
U+3C28,xiā,㰨
U+3C29,hāi,㰩
U+3C2A,guī,㰪
U+3C2B,chān,㰫
U+3C2C,xún,㰬
U+3C2D,xū,㰭
U+3C2E,shèn,㰮
U+3C2F,kòu;tòu;tǒu;hòu,㰯
U+3C30,xiā;qiè;hē,㰰
U+3C31,shà,㰱
U+3C32,yū;xù,㰲
U+3C33,yà;yā,㰳
U+3C34,pǒu,㰴
U+3C35,zú,㰵
U+3C36,yǒu;ǒu,㰶
U+3C37,zì,㰷
U+3C38,liǎn,㰸
U+3C39,xiān;xiàn;hǎn,㰹
U+3C3A,xià;xiá,㰺
U+3C3B,yǐ;xī;hòu,㰻
U+3C3C,shà;qiè,㰼
U+3C3D,yàn,㰽
U+3C3E,jiào,㰾
U+3C3F,xī,㰿
U+3C40,chǐ,㱀
U+3C41,shì;kuǎn,㱁
U+3C42,kāng,㱂
U+3C43,yǐn,㱃
U+3C44,hēi;mò,㱄
U+3C45,yì,㱅
U+3C46,xī,㱆
U+3C47,sè;xì,㱇
U+3C48,jìn,㱈
U+3C49,yè,㱉
U+3C4A,yōu,㱊
U+3C4B,què,㱋
U+3C4C,yé;chè,㱌
U+3C4D,luán,㱍
U+3C4E,kūn,㱎
U+3C4F,zhèng,㱏
U+3C54,xiē,㱔
U+3C56,cuì,㱖
U+3C57,xiū,㱗
U+3C58,àn,㱘
U+3C59,xiǔ;guǎ,㱙
U+3C5A,cán,㱚
U+3C5B,chuǎn;bù,㱛
U+3C5C,zhá,㱜
U+3C5E,yì;lā,㱞
U+3C5F,pī;pǐ,㱟
U+3C60,kū;gū,㱠
U+3C61,shēng,㱡
U+3C62,láng,㱢
U+3C63,tuǐ,㱣
U+3C64,xī,㱤
U+3C65,líng;lèng,㱥
U+3C66,qī,㱦
U+3C67,wò;yuǎn,㱧
U+3C68,liàn,㱨
U+3C69,dú,㱩
U+3C6A,mèn,㱪
U+3C6B,làn,㱫
U+3C6C,wěi,㱬
U+3C6D,duàn,㱭
U+3C6E,kuài,㱮
U+3C6F,ái,㱯
U+3C70,zǎi,㱰
U+3C71,huì,㱱
U+3C72,yì,㱲
U+3C73,mò,㱳
U+3C74,zì,㱴
U+3C75,fèn,㱵
U+3C76,péng;bēng,㱶
U+3C78,bì,㱸
U+3C79,lì,㱹
U+3C7A,lú,㱺
U+3C7B,luò,㱻
U+3C7C,hāi,㱼
U+3C7D,zhěn;qín,㱽
U+3C7E,gāi;kāi,㱾
U+3C7F,què;hù;qiǎng,㱿
U+3C80,zhēn;chēn,㲀
U+3C81,kōng;zhōng,㲁
U+3C82,chéng,㲂
U+3C83,jiù,㲃
U+3C84,jué;kū,㲄
U+3C85,jì,㲅
U+3C86,líng,㲆
U+3C88,sháo;táo,㲈
U+3C89,què,㲉
U+3C8A,ruì,㲊
U+3C8B,chuò,㲋
U+3C8C,nèng,㲌
U+3C8D,zhī,㲍
U+3C8E,lóu,㲎
U+3C8F,pāo,㲏
U+3C92,bào;qú,㲒
U+3C93,róng;shù,㲓
U+3C94,xiān,㲔
U+3C95,lèi,㲕
U+3C96,xiāo,㲖
U+3C97,fū,㲗
U+3C98,qú,㲘
U+3C9A,shā,㲚
U+3C9B,zhǐ,㲛
U+3C9C,tán,㲜
U+3C9D,rǒng,㲝
U+3C9E,sū;zú,㲞
U+3C9F,yǐng,㲟
U+3CA0,máo,㲠
U+3CA1,nài,㲡
U+3CA2,biàn,㲢
U+3CA4,shuāi,㲤
U+3CA5,táng,㲥
U+3CA6,hàn,㲦
U+3CA7,sào,㲧
U+3CA8,róng,㲨
U+3CAA,dēng,㲪
U+3CAB,pú,㲫
U+3CAC,jiāo,㲬
U+3CAD,tǎn,㲭
U+3CAF,rán,㲯
U+3CB0,níng,㲰
U+3CB1,liè,㲱
U+3CB2,dié,㲲
U+3CB3,dié;zhì,㲳
U+3CB4,zhòng,㲴
U+3CB6,lǜ,㲶
U+3CB7,dàn,㲷
U+3CB8,xī,㲸
U+3CB9,guǐ,㲹
U+3CBA,jí,㲺
U+3CBB,nì,㲻
U+3CBC,yì;chà,㲼
U+3CBD,niàn;rěn,㲽
U+3CBE,yǔ,㲾
U+3CBF,wǎng,㲿
U+3CC0,guò,㳀
U+3CC1,zè,㳁
U+3CC2,yán;yàn,㳂
U+3CC3,cuì,㳃
U+3CC4,xián,㳄
U+3CC5,jiǎo,㳅
U+3CC6,tǒu,㳆
U+3CC7,fù,㳇
U+3CC8,pèi,㳈
U+3CCA,yōu;zhōng,㳊
U+3CCB,qiū,㳋
U+3CCC,yā,㳌
U+3CCD,bù,㳍
U+3CCE,biàn,㳎
U+3CCF,shì,㳏
U+3CD0,zhá,㳐
U+3CD1,yì,㳑
U+3CD2,biàn,㳒
U+3CD4,duì,㳔
U+3CD5,lán,㳕
U+3CD6,yī,㳖
U+3CD7,chài;chà,㳗
U+3CD8,chōng,㳘
U+3CD9,xuàn,㳙
U+3CDA,xù,㳚
U+3CDB,yú;yóu,㳛
U+3CDC,xiū,㳜
U+3CE0,tà,㳠
U+3CE1,guō,㳡
U+3CE5,lòng,㳥
U+3CE6,xiè,㳦
U+3CE7,chè;rè,㳧
U+3CE8,jiǎn,㳨
U+3CE9,tān,㳩
U+3CEA,pì,㳪
U+3CEB,zǎn,㳫
U+3CEC,xuán,㳬
U+3CED,xián,㳭
U+3CEE,niào,㳮
U+3CF4,mì,㳴
U+3CF5,jì,㳵
U+3CF6,nǒu;rǔ,㳶
U+3CF7,hū;mǐn;wěn;tuì,㳷
U+3CF8,huā,㳸
U+3CF9,wǎng;wāng,㳹
U+3CFA,yóu,㳺
U+3CFB,zé,㳻
U+3CFC,bì;yù,㳼
U+3CFD,mǐ,㳽
U+3CFE,qiāng,㳾
U+3CFF,xiè,㳿
U+3D00,fàn;fān,㴀
U+3D01,yì,㴁
U+3D02,tān,㴂
U+3D03,lèi,㴃
U+3D04,yǒng,㴄
U+3D06,jìn,㴆
U+3D07,shè;máng,㴇
U+3D08,yìn,㴈
U+3D09,jǐ,㴉
U+3D0B,sù,㴋
U+3D0E,nài,㴎
U+3D0F,wǎng,㴏
U+3D10,miàn;miǎn,㴐
U+3D11,sù,㴑
U+3D12,yì,㴒
U+3D13,shāi,㴓
U+3D14,xī;jí;yì;sè,㴔
U+3D15,jí,㴕
U+3D16,luò,㴖
U+3D17,yōu,㴗
U+3D18,mào,㴘
U+3D19,zhǎ;zhá,㴙
U+3D1A,suì,㴚
