seq,	word,	Unicode,pinyin
2213,	萤,	U+8424,	yíng
2214,	营,	U+8425,	yíng
2215,	乾,	U+4E7E,	qián
2216,	萧,	U+8427,	xiāo
2217,	萨,	U+8428,	sà
2218,	菇,	U+83C7,	gū
2219,	械,	U+68B0,	xiè
2220,	彬,	U+5F6C,	bīn
2221,	梦,	U+68A6,	mèng
2222,	婪,	U+5A6A,	lán
2223,	梗,	U+6897,	gěng
2224,	梧,	U+68A7,	wú
2225,	梢,	U+68A2,	shāo
2226,	梅,	U+6885,	méi
2227,	检,	U+68C0,	jiǎn
2228,	梳,	U+68B3,	shū
2229,	梯,	U+68AF,	tī
2230,	桶,	U+6876,	tǒng
2231,	梭,	U+68AD,	suō
2232,	救,	U+6551,	jiù
2233,	曹,	U+66F9,	cáo
2234,	副,	U+526F,	fù
2235,	票,	U+7968,	piào
2236,	酝,	U+915D,	yùn
2237,	酗,	U+9157,	xù
2238,	厢,	U+53A2,	xiāng
2239,	戚,	U+621A,	qī
2240,	硅,	U+7845,	guī
2241,	硕,	U+7855,	shuò
2242,	奢,	U+5962,	shē
2243,	盔,	U+76D4,	kuī
2244,	爽,	U+723D,	shuǎng
2245,	聋,	U+804B,	lóng
2246,	袭,	U+88AD,	xí
2247,	盛,	U+76DB,	chéng，shèng
2248,	匾,	U+533E,	biǎn
2249,	雪,	U+96EA,	xuě
2250,	辅,	U+8F85,	fǔ
2251,	辆,	U+8F86,	liàng
2252,	颅,	U+9885,	lú
2253,	虚,	U+865A,	xū
2254,	彪,	U+5F6A,	biāo
2255,	雀,	U+96C0,	qiāo，qiǎo，què
2256,	堂,	U+5802,	táng
2257,	常,	U+5E38,	cháng
2258,	眶,	U+7736,	kuàng
2259,	匙,	U+5319,	chí，shi
2260,	晨,	U+6668,	chén
2261,	睁,	U+7741,	zhēng
2262,	眯,	U+772F,	mī，mí
2263,	眼,	U+773C,	yǎn
2264,	悬,	U+60AC,	xuán
2265,	野,	U+91CE,	yě
2266,	啪,	U+556A,	pā
2267,	啦,	U+5566,	lā，la
2268,	曼,	U+66FC,	màn
2269,	晦,	U+6666,	huì
2270,	晚,	U+665A,	wǎn
2271,	啄,	U+5544,	zhuó
2272,	啡,	U+5561,	fēi
2273,	距,	U+8DDD,	jù
2274,	趾,	U+8DBE,	zhǐ
2275,	啃,	U+5543,	kěn
2276,	跃,	U+8DC3,	yuè
2277,	略,	U+7565,	lüè
2278,	蚯,	U+86AF,	qiū
2279,	蛀,	U+86C0,	zhù
2280,	蛇,	U+86C7,	shé
2281,	唬,	U+552C,	hǔ
2282,	累,	U+7D2F,	léi，lěi，lèi
2283,	鄂,	U+9102,	è
2284,	唱,	U+5531,	chàng
2285,	患,	U+60A3,	huàn
2286,	啰,	U+5570,	luō，luó，luo
2287,	唾,	U+553E,	tuò
2288,	唯,	U+552F,	wéi
2289,	啤,	U+5564,	pí
2290,	啥,	U+5565,	shá
2291,	啸,	U+5578,	xiào
2292,	崖,	U+5D16,	yá
2293,	崎,	U+5D0E,	qí
2294,	崭,	U+5D2D,	zhǎn
2295,	逻,	U+903B,	luó
2296,	崔,	U+5D14,	cuī
2297,	帷,	U+5E37,	wéi
2298,	崩,	U+5D29,	bēng
2299,	崇,	U+5D07,	chóng
2300,	崛,	U+5D1B,	jué
2301,	婴,	U+5A74,	yīng
2302,	圈,	U+5708,	juān，juàn，quān
2303,	铐,	U+94D0,	kào
2304,	铛,	U+94DB,	chēng，dāng
2305,	铝,	U+94DD,	lǚ
2306,	铜,	U+94DC,	tóng
2307,	铭,	U+94ED,	míng
2308,	铲,	U+94F2,	chǎn
2309,	银,	U+94F6,	yín
2310,	矫,	U+77EB,	jiáo，jiǎo
2311,	甜,	U+751C,	tián
2312,	秸,	U+79F8,	jiē
2313,	梨,	U+68A8,	lí
2314,	犁,	U+7281,	lí
2315,	秽,	U+79FD,	huì
2316,	移,	U+79FB,	yí
2317,	笨,	U+7B28,	bèn
2318,	笼,	U+7B3C,	lóng，lǒng
2319,	笛,	U+7B1B,	dí
2320,	笙,	U+7B19,	shēng
2321,	符,	U+7B26,	fú
2322,	第,	U+7B2C,	dì
2323,	敏,	U+654F,	mǐn
2324,	做,	U+505A,	zuò
2325,	袋,	U+888B,	dài
2326,	悠,	U+60A0,	yōu
2327,	偿,	U+507F,	cháng
2328,	偶,	U+5076,	ǒu
2329,	偎,	U+504E,	wēi
2330,	偷,	U+5077,	tōu
2331,	您,	U+60A8,	nín
2332,	售,	U+552E,	shòu
2333,	停,	U+505C,	tíng
2334,	偏,	U+504F,	piān
2335,	躯,	U+8EAF,	qū
2336,	兜,	U+515C,	dōu
2337,	假,	U+5047,	jiǎ，jià
2338,	衅,	U+8845,	xìn
2339,	徘,	U+5F98,	pái
2340,	徙,	U+5F99,	xǐ
2341,	得,	U+5F97,	dé，de，děi
2342,	衔,	U+8854,	xián
2343,	盘,	U+76D8,	pán
2344,	舶,	U+8236,	bó
2345,	船,	U+8239,	chuán
2346,	舵,	U+8235,	duò
2347,	斜,	U+659C,	xié
2348,	盒,	U+76D2,	hé
2349,	鸽,	U+9E3D,	gē
2350,	敛,	U+655B,	liǎn
2351,	悉,	U+6089,	xī
2352,	欲,	U+6B32,	yù
2353,	彩,	U+5F69,	cǎi
2354,	领,	U+9886,	lǐng
2355,	脚,	U+811A,	jiǎo
2356,	脖,	U+8116,	bó
2357,	脯,	U+812F,	fǔ，pú
2358,	豚,	U+8C5A,	tún
2359,	脸,	U+8138,	liǎn
2360,	脱,	U+8131,	tuō
2361,	象,	U+8C61,	xiàng
2362,	够,	U+591F,	gòu
2363,	逸,	U+9038,	yì
2364,	猜,	U+731C,	cāi
2365,	猪,	U+732A,	zhū
2366,	猎,	U+730E,	liè
2367,	猫,	U+732B,	māo
2368,	凰,	U+51F0,	huáng
2369,	猖,	U+7316,	chāng
2370,	猛,	U+731B,	měng
2371,	祭,	U+796D,	jì，zhài
2372,	馅,	U+9985,	xiàn
2373,	馆,	U+9986,	guǎn
2374,	凑,	U+51D1,	còu
2375,	减,	U+51CF,	jiǎn
2376,	毫,	U+6BEB,	háo
2377,	烹,	U+70F9,	pēng
2378,	庶,	U+5EB6,	shù
2379,	麻,	U+9EBB,	má
2380,	庵,	U+5EB5,	ān
2381,	痊,	U+75CA,	quán
2382,	痒,	U+75D2,	yǎng
2383,	痕,	U+75D5,	hén
2384,	廊,	U+5ECA,	láng
2385,	康,	U+5EB7,	kāng
2386,	庸,	U+5EB8,	yōng
2387,	鹿,	U+9E7F,	lù
2388,	盗,	U+76D7,	dào
2389,	章,	U+7AE0,	zhāng
2390,	竟,	U+7ADF,	jìng
2391,	商,	U+5546,	shāng
2392,	族,	U+65CF,	zú
2393,	旋,	U+65CB,	xuán，xuàn
2394,	望,	U+671B,	wàng
2395,	率,	U+7387,	lǜ，shuài
2396,	阎,	U+960E,	yán
2397,	阐,	U+9610,	chǎn
2398,	着,	U+7740,	zhāo，zháo，zhe，zhuó
2399,	羚,	U+7F9A,	líng
2400,	盖,	U+76D6,	gài，gě
2401,	眷,	U+7737,	juàn
2402,	粘,	U+7C98,	nián，zhān
2403,	粗,	U+7C97,	cū
2404,	粒,	U+7C92,	lì
2405,	断,	U+65AD,	duàn
2406,	剪,	U+526A,	jiǎn
2407,	兽,	U+517D,	shòu
2408,	焊,	U+710A,	hàn
2409,	焕,	U+7115,	huàn
2410,	清,	U+6E05,	qīng
2411,	添,	U+6DFB,	tiān
2412,	鸿,	U+9E3F,	hóng
2413,	淋,	U+6DCB,	lín，lìn
2414,	涯,	U+6DAF,	yá
2415,	淹,	U+6DF9,	yān
2416,	渠,	U+6E20,	qú
2417,	渐,	U+6E10,	jiàn
2418,	淑,	U+6DD1,	shū
2419,	淌,	U+6DCC,	tǎng
2420,	混,	U+6DF7,	hùn
2421,	淮,	U+6DEE,	huái
2422,	淆,	U+6DC6,	xiáo
2423,	渊,	U+6E0A,	yuān
2424,	淫,	U+6DEB,	yín
2425,	渔,	U+6E14,	yú
2426,	淘,	U+6DD8,	táo
2427,	淳,	U+6DF3,	chún
2428,	液,	U+6DB2,	yè
2429,	淤,	U+6DE4,	yū
2430,	淡,	U+6DE1,	dàn
2431,	淀,	U+6DC0,	diàn
2432,	深,	U+6DF1,	shēn
2433,	涮,	U+6DAE,	shuàn
2434,	涵,	U+6DB5,	hán
2435,	婆,	U+5A46,	pó
2436,	梁,	U+6881,	liáng
2437,	渗,	U+6E17,	shèn
2438,	情,	U+60C5,	qíng
2439,	惜,	U+60DC,	xī
2440,	惭,	U+60ED,	cán
2441,	悼,	U+60BC,	dào
2442,	惧,	U+60E7,	jù
2443,	惕,	U+60D5,	tì
2444,	惟,	U+60DF,	wéi
2445,	惊,	U+60CA,	jīng
2446,	惦,	U+60E6,	diàn
2447,	悴,	U+60B4,	cuì
2448,	惋,	U+60CB,	wǎn
2449,	惨,	U+60E8,	cǎn
2450,	惯,	U+60EF,	guàn
2451,	寇,	U+5BC7,	kòu
2452,	寅,	U+5BC5,	yín
2453,	寄,	U+5BC4,	jì
2454,	寂,	U+5BC2,	jì
2455,	宿,	U+5BBF,	sù，xiǔ，xiù
2456,	窒,	U+7A92,	zhì
2457,	窑,	U+7A91,	yáo
2458,	密,	U+5BC6,	mì
2459,	谋,	U+8C0B,	móu
2460,	谍,	U+8C0D,	dié
2461,	谎,	U+8C0E,	huǎng
2462,	谐,	U+8C10,	xié
2463,	袱,	U+88B1,	fú
2464,	祷,	U+7977,	dǎo
2465,	祸,	U+7978,	huò
2466,	谓,	U+8C13,	wèi
2467,	谚,	U+8C1A,	yàn
2468,	谜,	U+8C1C,	mí
2469,	逮,	U+902E,	dǎi，dài
2470,	敢,	U+6562,	gǎn
2471,	尉,	U+5C09,	wèi，yù
2472,	屠,	U+5C60,	tú
2473,	弹,	U+5F39,	dàn，tán
2474,	隋,	U+968B,	suí
2475,	堕,	U+5815,	duò
2476,	随,	U+968F,	suí
2477,	蛋,	U+86CB,	dàn
2478,	隅,	U+9685,	yú
2479,	隆,	U+9686,	lóng
2480,	隐,	U+9690,	yǐn
2481,	婚,	U+5A5A,	hūn
2482,	婶,	U+5A76,	shěn
2483,	婉,	U+5A49,	wǎn
2484,	颇,	U+9887,	pō
2485,	颈,	U+9888,	gěng，jǐng
2486,	绩,	U+7EE9,	jì
2487,	绪,	U+7EEA,	xù
2488,	续,	U+7EED,	xù
2489,	骑,	U+9A91,	qí
2490,	绰,	U+7EF0,	chāo，chuò
2491,	绳,	U+7EF3,	shéng
2492,	维,	U+7EF4,	wéi
2493,	绵,	U+7EF5,	mián
2494,	绷,	U+7EF7,	bēng，běng，bèng
2495,	绸,	U+7EF8,	chóu
2496,	综,	U+7EFC,	zèng，zōng
2497,	绽,	U+7EFD,	zhàn
2498,	绿,	U+7EFF,	lù，lǜ
2499,	缀,	U+7F00,	zhuì
2500,	巢,	U+5DE2,	cháo
2501,	琴,	U+7434,	qín
2502,	琳,	U+7433,	lín
2503,	琢,	U+7422,	zhuó，zuó
2504,	琼,	U+743C,	qióng
2505,	斑,	U+6591,	bān
2506,	替,	U+66FF,	tì
2507,	揍,	U+63CD,	zòu
2508,	款,	U+6B3E,	kuǎn
2509,	堪,	U+582A,	kān
2510,	塔,	U+5854,	tǎ
2511,	搭,	U+642D,	dā
2512,	堰,	U+5830,	yàn
2513,	揩,	U+63E9,	kāi
2514,	越,	U+8D8A,	yuè
2515,	趁,	U+8D81,	chèn
2516,	趋,	U+8D8B,	qū
2517,	超,	U+8D85,	chāo
2518,	揽,	U+63FD,	lǎn
2519,	堤,	U+5824,	dī
2520,	提,	U+63D0,	dī，tí
2521,	博,	U+535A,	bó
2522,	揭,	U+63ED,	jiē
2523,	喜,	U+559C,	xǐ
2524,	彭,	U+5F6D,	péng
2525,	揣,	U+63E3,	chuāi，chuǎi，chuài
2526,	插,	U+63D2,	chā
2527,	揪,	U+63EA,	jiū
2528,	搜,	U+641C,	sōu
2529,	煮,	U+716E,	zhǔ
2530,	援,	U+63F4,	yuán
2531,	搀,	U+6400,	chān
2532,	裁,	U+88C1,	cái
2533,	搁,	U+6401,	gē，gé
2534,	搓,	U+6413,	cuō
2535,	搂,	U+6402,	lōu，lǒu
2536,	搅,	U+6405,	jiǎo
2537,	壹,	U+58F9,	yī
2538,	握,	U+63E1,	wò
2539,	搔,	U+6414,	sāo
2540,	揉,	U+63C9,	róu
2541,	斯,	U+65AF,	sī
2542,	期,	U+671F,	jī，qī
2543,	欺,	U+6B3A,	qī
2544,	联,	U+8054,	lián
2545,	葫,	U+846B,	hú
2546,	散,	U+6563,	sǎn，sàn
2547,	惹,	U+60F9,	rě
2548,	葬,	U+846C,	zàng
2549,	募,	U+52DF,	mù
2550,	葛,	U+845B,	gé，gě
2551,	董,	U+8463,	dǒng
2552,	葡,	U+8461,	pú
2553,	敬,	U+656C,	jìng
2554,	葱,	U+8471,	cōng
2555,	蒋,	U+848B,	jiǎng
2556,	蒂,	U+8482,	dì
2557,	落,	U+843D,	là，lào，luò
2558,	韩,	U+97E9,	hán
2559,	朝,	U+671D,	cháo，zhāo
2560,	辜,	U+8F9C,	gū
2561,	葵,	U+8475,	kuí
2562,	棒,	U+68D2,	bàng
2563,	棱,	U+68F1,	lēng，léng，líng
2564,	棋,	U+68CB,	qí
2565,	椰,	U+6930,	yē
2566,	植,	U+690D,	zhí
2567,	森,	U+68EE,	sēn
2568,	焚,	U+711A,	fén
2569,	椅,	U+6905,	yī，yǐ
2570,	椒,	U+6912,	jiāo
2571,	棵,	U+68F5,	kē
2572,	棍,	U+68CD,	gùn
2573,	椎,	U+690E,	zhuī
2574,	棉,	U+68C9,	mián
2575,	棚,	U+68DA,	péng
2576,	棕,	U+68D5,	zōng
2577,	棺,	U+68FA,	guān
2578,	榔,	U+6994,	láng
2579,	椭,	U+692D,	tuǒ
2580,	惠,	U+60E0,	huì
2581,	惑,	U+60D1,	huò
2582,	逼,	U+903C,	bī
2583,	粟,	U+7C9F,	sù
2584,	棘,	U+68D8,	jí
2585,	酣,	U+9163,	hān
2586,	酥,	U+9165,	sū
2587,	厨,	U+53A8,	chú
2588,	厦,	U+53A6,	shà，xià
2589,	硬,	U+786C,	yìng
2590,	硝,	U+785D,	xiāo
2591,	确,	U+786E,	què
2592,	硫,	U+786B,	liú
2593,	雁,	U+96C1,	yàn
2594,	殖,	U+6B96,	shi，zhí
2595,	裂,	U+88C2,	liè
2596,	雄,	U+96C4,	xióng
2597,	颊,	U+988A,	jiá
2598,	雳,	U+96F3,	lì
2599,	暂,	U+6682,	zàn
2600,	雅,	U+96C5,	yǎ
2601,	翘,	U+7FD8,	qiáo，qiào
2602,	辈,	U+8F88,	bèi
2603,	悲,	U+60B2,	bēi
2604,	紫,	U+7D2B,	zǐ
2605,	凿,	U+51FF,	záo
2606,	辉,	U+8F89,	huī
2607,	敞,	U+655E,	chǎng
2608,	棠,	U+68E0,	táng
2609,	赏,	U+8D4F,	shǎng
2610,	掌,	U+638C,	zhǎng
2611,	晴,	U+6674,	qíng
2612,	睐,	U+7750,	lài
2613,	暑,	U+6691,	shǔ
2614,	最,	U+6700,	zuì
2615,	晰,	U+6670,	xī
2616,	量,	U+91CF,	liáng，liàng
2617,	鼎,	U+9F0E,	dǐng
2618,	喷,	U+55B7,	pēn，pèn
2619,	喳,	U+55B3,	chā，zhā
2620,	晶,	U+6676,	jīng
2621,	喇,	U+5587,	lǎ
2622,	遇,	U+9047,	yù
2623,	喊,	U+558A,	hǎn
2624,	遏,	U+904F,	è
2625,	晾,	U+667E,	liàng
2626,	景,	U+666F,	jǐng
2627,	畴,	U+7574,	chóu
2628,	践,	U+8DF5,	jiàn
2629,	跋,	U+8DCB,	bá
2630,	跌,	U+8DCC,	diē
2631,	跑,	U+8DD1,	páo，pǎo
2632,	跛,	U+8DDB,	bǒ
2633,	遗,	U+9057,	yí
2634,	蛙,	U+86D9,	wā
2635,	蛛,	U+86DB,	zhū
2636,	蜓,	U+8713,	tíng
2637,	蜒,	U+8712,	yán
2638,	蛤,	U+86E4,	gé，há
2639,	喝,	U+559D,	hē，hè
2640,	鹃,	U+9E43,	juān
2641,	喂,	U+5582,	wèi
2642,	喘,	U+5598,	chuǎn
2643,	喉,	U+5589,	hóu
2644,	喻,	U+55BB,	yù
2645,	啼,	U+557C,	tí
2646,	喧,	U+55A7,	xuān
2647,	嵌,	U+5D4C,	qiàn
2648,	幅,	U+5E45,	fú
2649,	帽,	U+5E3D,	mào
2650,	赋,	U+8D4B,	fù
2651,	赌,	U+8D4C,	dǔ
2652,	赎,	U+8D4E,	shú
2653,	赐,	U+8D50,	cì
2654,	赔,	U+8D54,	péi
2655,	黑,	U+9ED1,	hēi
2656,	铸,	U+94F8,	zhù
2657,	铺,	U+94FA,	pū，pù
2658,	链,	U+94FE,	liàn
2659,	销,	U+9500,	xiāo
2660,	锁,	U+9501,	suǒ
2661,	锄,	U+9504,	chú
2662,	锅,	U+9505,	guō
2663,	锈,	U+9508,	xiù
2664,	锋,	U+950B,	fēng
2665,	锌,	U+950C,	xīn
2666,	锐,	U+9510,	ruì
2667,	甥,	U+7525,	shēng
2668,	掰,	U+63B0,	bāi
2669,	短,	U+77ED,	duǎn
2670,	智,	U+667A,	zhì
2671,	氮,	U+6C2E,	dàn
2672,	毯,	U+6BEF,	tǎn
2673,	氯,	U+6C2F,	lǜ
2674,	鹅,	U+9E45,	é
2675,	剩,	U+5269,	shèng
2676,	稍,	U+7A0D,	shāo，shào
2677,	程,	U+7A0B,	chéng
2678,	稀,	U+7A00,	xī
2679,	税,	U+7A0E,	shuì
2680,	筐,	U+7B50,	kuāng
2681,	等,	U+7B49,	děng
2682,	筑,	U+7B51,	zhù
2683,	策,	U+7B56,	cè
2684,	筛,	U+7B5B,	shāi
2685,	筒,	U+7B52,	tǒng
2686,	筏,	U+7B4F,	fá
2687,	答,	U+7B54,	dā，dá
2688,	筋,	U+7B4B,	jīn
2689,	筝,	U+7B5D,	zhēng
2690,	傲,	U+50B2,	ào
2691,	傅,	U+5085,	fù
2692,	牌,	U+724C,	pái
2693,	堡,	U+5821,	bǎo，bǔ，pù
2694,	集,	U+96C6,	jí
2695,	焦,	U+7126,	jiāo
2696,	傍,	U+508D,	bàng
2697,	储,	U+50A8,	chǔ
2698,	皓,	U+7693,	hào
2699,	皖,	U+7696,	wǎn
2700,	粤,	U+7CA4,	yuè
2701,	奥,	U+5965,	ào
2702,	街,	U+8857,	jiē
2703,	惩,	U+60E9,	chéng
2704,	御,	U+5FA1,	yù
2705,	循,	U+5FAA,	xún
2706,	艇,	U+8247,	tǐng
2707,	舒,	U+8212,	shū
2708,	逾,	U+903E,	yú
2709,	番,	U+756A,	fān，pān
2710,	释,	U+91CA,	shì
2711,	禽,	U+79BD,	qín
2712,	腊,	U+814A,	là
2713,	脾,	U+813E,	pí
2714,	腋,	U+814B,	yè
2715,	腔,	U+8154,	qiāng
2716,	腕,	U+8155,	wàn
2717,	鲁,	U+9C81,	lǔ
2718,	猩,	U+7329,	xīng
2719,	猬,	U+732C,	wèi
2720,	猾,	U+733E,	huá
2721,	猴,	U+7334,	hóu
2722,	惫,	U+60EB,	bèi
2723,	然,	U+7136,	rán
2724,	馈,	U+9988,	kuì
2725,	馋,	U+998B,	chán
2726,	装,	U+88C5,	zhuāng
2727,	蛮,	U+86EE,	mán
2728,	就,	U+5C31,	jiù
2729,	敦,	U+6566,	dūn
2730,	斌,	U+658C,	bīn
2731,	痘,	U+75D8,	dòu
2732,	痢,	U+75E2,	lì
2733,	痪,	U+75EA,	huàn
2734,	痛,	U+75DB,	tòng
2735,	童,	U+7AE5,	tóng
2736,	竣,	U+7AE3,	jùn
2737,	阔,	U+9614,	kuò
2738,	善,	U+5584,	shàn
2739,	翔,	U+7FD4,	xiáng
2740,	羡,	U+7FA1,	xiàn
2741,	普,	U+666E,	pǔ
2742,	粪,	U+7CAA,	fèn
2743,	尊,	U+5C0A,	zūn
2744,	奠,	U+5960,	diàn
2745,	道,	U+9053,	dào
2746,	遂,	U+9042,	suí，suì
2747,	曾,	U+66FE,	céng，zēng
2748,	焰,	U+7130,	yàn
2749,	港,	U+6E2F,	gǎng
2750,	滞,	U+6EDE,	zhì
2751,	湖,	U+6E56,	hú
2752,	湘,	U+6E58,	xiāng
2753,	渣,	U+6E23,	zhā
2754,	渤,	U+6E24,	bó
2755,	渺,	U+6E3A,	miǎo
2756,	湿,	U+6E7F,	shī
2757,	温,	U+6E29,	wēn
2758,	渴,	U+6E34,	kě
2759,	溃,	U+6E83,	huì，kuì
2760,	溅,	U+6E85,	jiàn
2761,	滑,	U+6ED1,	huá
2762,	湃,	U+6E43,	pài
2763,	渝,	U+6E1D,	yú
2764,	湾,	U+6E7E,	wān
2765,	渡,	U+6E21,	dù
2766,	游,	U+6E38,	yóu
2767,	滋,	U+6ECB,	zī
2768,	渲,	U+6E32,	xuàn
2769,	溉,	U+6E89,	gài
2770,	愤,	U+6124,	fèn
2771,	慌,	U+614C,	huāng
2772,	惰,	U+60F0,	duò
2773,	愕,	U+6115,	è
2774,	愣,	U+6123,	lèng
2775,	惶,	U+60F6,	huáng
2776,	愧,	U+6127,	kuì
2777,	愉,	U+6109,	yú
2778,	慨,	U+6168,	kǎi
2779,	割,	U+5272,	gē
2780,	寒,	U+5BD2,	hán
2781,	富,	U+5BCC,	fù
2782,	寓,	U+5BD3,	yù
2783,	窜,	U+7A9C,	cuàn
2784,	窝,	U+7A9D,	wō
2785,	窖,	U+7A96,	jiào
2786,	窗,	U+7A97,	chuāng
2787,	窘,	U+7A98,	jiǒng
2788,	遍,	U+904D,	biàn
2789,	雇,	U+96C7,	gù
2790,	裕,	U+88D5,	yù
2791,	裤,	U+88E4,	kù
2792,	裙,	U+88D9,	qún
2793,	禅,	U+7985,	chán，shàn
2794,	禄,	U+7984,	lù
2795,	谢,	U+8C22,	xiè
2796,	谣,	U+8C23,	yáo
2797,	谤,	U+8C24,	bàng
2798,	谦,	U+8C26,	qiān
2799,	犀,	U+7280,	xī
2800,	属,	U+5C5E,	shǔ
2801,	屡,	U+5C61,	lǚ
2802,	强,	U+5F3A,	jiàng，qiáng，qiǎng
2803,	粥,	U+7CA5,	zhōu
2804,	疏,	U+758F,	shū
2805,	隔,	U+9694,	gé
2806,	隙,	U+9699,	xì
2807,	隘,	U+9698,	ài
2808,	媒,	U+5A92,	méi
2809,	絮,	U+7D6E,	xù
2810,	嫂,	U+5AC2,	sǎo
2811,	媚,	U+5A9A,	mèi
2812,	婿,	U+5A7F,	xù
2813,	登,	U+767B,	dēng
2814,	缅,	U+7F05,	miǎn
2815,	缆,	U+7F06,	lǎn
2816,	缉,	U+7F09,	jī，qī
2817,	缎,	U+7F0E,	duàn
2818,	缓,	U+7F13,	huǎn
2819,	缔,	U+7F14,	dì
2820,	缕,	U+7F15,	lǚ
2821,	骗,	U+9A97,	piàn
2822,	编,	U+7F16,	biān
2823,	骚,	U+9A9A,	sāo
2824,	缘,	U+7F18,	yuán
2825,	瑟,	U+745F,	sè
2826,	鹉,	U+9E49,	wǔ
2827,	瑞,	U+745E,	ruì
2828,	瑰,	U+7470,	guī
2829,	瑙,	U+7459,	nǎo
2830,	魂,	U+9B42,	hún
2831,	肆,	U+8086,	sì
2832,	摄,	U+6444,	shè
2833,	摸,	U+6478,	mō
2834,	填,	U+586B,	tián
2835,	搏,	U+640F,	bó
2836,	塌,	U+584C,	tā
2837,	鼓,	U+9F13,	gǔ
2838,	摆,	U+6446,	bǎi
2839,	携,	U+643A,	xié
2840,	搬,	U+642C,	bān
2841,	摇,	U+6447,	yáo
2842,	搞,	U+641E,	gǎo
2843,	塘,	U+5858,	táng
2844,	摊,	U+644A,	tān
2845,	聘,	U+8058,	pìn
2846,	斟,	U+659F,	zhēn
2847,	蒜,	U+849C,	suàn
2848,	勤,	U+52E4,	qín
2849,	靴,	U+9774,	xuē
2850,	靶,	U+9776,	bǎ
2851,	鹊,	U+9E4A,	què
2852,	蓝,	U+84DD,	lán
2853,	墓,	U+5893,	mù
2854,	幕,	U+5E55,	mù
2855,	蓬,	U+84EC,	péng
2856,	蓄,	U+84C4,	xù
2857,	蒲,	U+84B2,	pú
2858,	蓉,	U+84C9,	róng
2859,	蒙,	U+8499,	mēng，méng，měng
2860,	蒸,	U+84B8,	zhēng
2861,	献,	U+732E,	xiàn
2862,	椿,	U+693F,	chūn
2863,	禁,	U+7981,	jīn，jìn
2864,	楚,	U+695A,	chǔ
2865,	楷,	U+6977,	jiē，kǎi
2866,	榄,	U+6984,	lǎn
2867,	想,	U+60F3,	xiǎng
2868,	槐,	U+69D0,	huái
2869,	榆,	U+6986,	yú
2870,	楼,	U+697C,	lóu
2871,	概,	U+6982,	gài
2872,	赖,	U+8D56,	lài
2873,	酪,	U+916A,	lào
2874,	酬,	U+916C,	chóu
2875,	感,	U+611F,	gǎn
2876,	碍,	U+788D,	ài
2877,	碘,	U+7898,	diǎn
2878,	碑,	U+7891,	bēi
2879,	碎,	U+788E,	suì
2880,	碰,	U+78B0,	pèng
2881,	碗,	U+7897,	wǎn
2882,	碌,	U+788C,	liù，lù
2883,	尴,	U+5C34,	gān
2884,	雷,	U+96F7,	léi
2885,	零,	U+96F6,	líng
2886,	雾,	U+96FE,	wù
2887,	雹,	U+96F9,	báo
2888,	辐,	U+8F90,	fú
2889,	辑,	U+8F91,	jí
2890,	输,	U+8F93,	shū
2891,	督,	U+7763,	dū
2892,	频,	U+9891,	pín
2893,	龄,	U+9F84,	líng
2894,	鉴,	U+9274,	jiàn
2895,	睛,	U+775B,	jīng
2896,	睹,	U+7779,	dǔ
2897,	睦,	U+7766,	mù
2898,	瞄,	U+7784,	miáo
2899,	睫,	U+776B,	jié
2900,	睡,	U+7761,	shuì
2901,	睬,	U+776C,	cǎi
2902,	嗜,	U+55DC,	shì
2903,	鄙,	U+9119,	bǐ
2904,	嗦,	U+55E6,	suō
2905,	愚,	U+611A,	yú
2906,	暖,	U+6696,	nuǎn
2907,	盟,	U+76DF,	méng
2908,	歇,	U+6B47,	xiē
2909,	暗,	U+6697,	àn
2910,	暇,	U+6687,	xiá
2911,	照,	U+7167,	zhào
2912,	畸,	U+7578,	jī
2913,	跨,	U+8DE8,	kuà
2914,	跷,	U+8DF7,	qiāo
2915,	跳,	U+8DF3,	tiào
2916,	跺,	U+8DFA,	duò
2917,	跪,	U+8DEA,	guì
2918,	路,	U+8DEF,	lù
2919,	跤,	U+8DE4,	jiāo
2920,	跟,	U+8DDF,	gēn
2921,	遣,	U+9063,	qiǎn
2922,	蜈,	U+8708,	wú
2923,	蜗,	U+8717,	wō
2924,	蛾,	U+86FE,	é
2925,	蜂,	U+8702,	fēng
2926,	蜕,	U+8715,	tuì
2927,	嗅,	U+55C5,	xiù
2928,	嗡,	U+55E1,	wēng
2929,	嗓,	U+55D3,	sǎng
2930,	署,	U+7F72,	shǔ
2931,	置,	U+7F6E,	zhì
2932,	罪,	U+7F6A,	zuì
2933,	罩,	U+7F69,	zhào
2934,	蜀,	U+8700,	shǔ
2935,	幌,	U+5E4C,	huǎng
2936,	错,	U+9519,	cuò
2937,	锚,	U+951A,	máo
2938,	锡,	U+9521,	xī
2939,	锣,	U+9523,	luó
2940,	锤,	U+9524,	chuí
2941,	锥,	U+9525,	zhuī
2942,	锦,	U+9526,	jǐn
2943,	键,	U+952E,	jiàn
2944,	锯,	U+952F,	jù
2945,	锰,	U+9530,	měng
2946,	矮,	U+77EE,	ǎi
2947,	辞,	U+8F9E,	cí
2948,	稚,	U+7A1A,	zhì
2949,	稠,	U+7A20,	chóu
2950,	颓,	U+9893,	tuí
2951,	愁,	U+6101,	chóu
2952,	筹,	U+7B79,	chóu
2953,	签,	U+7B7E,	qiān
